"replication","data_seed","forest_seed","cell_id","panel","multiplicity","trees","mtry_rule","actual_mtry","n_train","noise_sd","method","metric","value"
4,20270814,20290814,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.127895037079293
4,20270814,20290814,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.278684160486785
4,20270814,20290814,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.001954513148543
4,20270814,20290814,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.32498223169865
4,20270814,20290814,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.275431990584905
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.752660809301465
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.791595958234662
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.475166666666667
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.2441
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.231066666666667
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.396966666666667
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",0.0119666666666667
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.43605140785764
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0.0234701882845188
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.410800532420612
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.325293176972281
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.134169994295493
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.280357482411105
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00182125088841507
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.327114427860696
4,20270814,20290814,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.329546374142315
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.686258708846835
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.783187701309764
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.480633333333333
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.2448
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.235833333333333
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.4523
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",0.0452333333333333
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.47135859936777
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0.0834204217126698
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.414869747100209
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.326226012793177
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.137212397794257
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.280775812892185
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00168798862828714
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.32773631840796
4,20270814,20290814,"cell_05","dose_response",16,2000,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.371903223755965
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.754475492765843
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.790199488564666
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.4734
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.2439
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.2295
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.386133333333333
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",0.0103666666666667
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.428909952606635
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0.0203627316178878
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.409887811370983
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.325026652452026
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.133599543639475
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.280243392279901
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00191009239516702
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.326936744847193
4,20270814,20290814,"cell_06","tree_robustness",8,800,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.328771326509186
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.749590910983782
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.792883664527204
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.475533333333333
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.244233333333333
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.2313
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.405766666666667
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",0.0121
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.441274559559197
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0.023722389230166
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.411066742726754
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.325470859985785
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.134169994295493
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.280243392279901
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00173240938166311
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.327025586353945
4,20270814,20290814,"cell_07","tree_robustness",8,5000,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.329254785142513
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","cate_correlation",0.994373075614746
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","cate_rank_correlation",0.866855985648062
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","sign_reversal",0.0241333333333333
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","positive_to_negative",0.0112333333333333
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","negative_to_positive",0.0129
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","strong_reversal_010",6.66666666666667e-05
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","strong_reversal_025",0
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","reversal_given_estimated_margin_010",9.65437343116432e-05
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","reversal_given_estimated_margin_025",0
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","reversal_given_true_margin_010",0.0196615326107625
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","reversal_given_true_margin_025",0.0149697938877043
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.0149077771439437
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.0208784940102681
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00564143567874911
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.0206112295664534
4,20270814,20290814,"cell_08","default_mtry",8,2000,"grf_default",27,3000,1,"ordinary","mean_absolute_prediction_change",0.0659689293201582
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","cate_correlation",0.876769538974567
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","cate_rank_correlation",0.790091849652991
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","sign_reversal",0.4056
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","positive_to_negative",0.1622
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","negative_to_positive",0.2434
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","strong_reversal_010",0.139366666666667
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","strong_reversal_025",0.000733333333333333
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","reversal_given_estimated_margin_010",0.21493933785729
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","reversal_given_estimated_margin_025",0.00145936981757877
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","reversal_given_true_margin_010",0.325004753755467
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","reversal_given_true_margin_025",0.216151385927505
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","x1_wrong_sign_true_margin_010",0.141737972998669
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","x2_wrong_sign_true_margin_010",0.186157064080624
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","x1_wrong_sign_true_margin_025",0.000399786780383795
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","x2_wrong_sign_true_margin_025",0.215751599147122
4,20270814,20290814,"cell_09","larger_sample",8,2000,"fixed_6",6,10000,1,"ordinary","mean_absolute_prediction_change",0.255414356110326
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","cate_correlation",0.820543023787398
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","cate_rank_correlation",0.783890999521212
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","sign_reversal",0.4689
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","positive_to_negative",0.223133333333333
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","negative_to_positive",0.245766666666667
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","strong_reversal_010",0.235
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","strong_reversal_025",0.006
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_estimated_margin_010",0.316711590296496
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_estimated_margin_025",0.0118796198521647
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_true_margin_010",0.396120935539076
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_true_margin_025",0.297352523098792
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x1_wrong_sign_true_margin_010",0.142308423654687
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x2_wrong_sign_true_margin_010",0.254953413196425
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x1_wrong_sign_true_margin_025",0.000666311300639659
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x2_wrong_sign_true_margin_025",0.297574626865672
4,20270814,20290814,"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","mean_absolute_prediction_change",0.291564486236623
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","cate_correlation",0.648758298931138
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","cate_rank_correlation",0.75774504022905
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","sign_reversal",0.4294
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","positive_to_negative",0.2476
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","negative_to_positive",0.1818
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","strong_reversal_010",0.338366666666667
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","strong_reversal_025",0.1355
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_estimated_margin_010",0.390964412263134
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_estimated_margin_025",0.220899902184545
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_true_margin_010",0.385814793687013
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_true_margin_025",0.330090618336887
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x1_wrong_sign_true_margin_010",0.106826392850352
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x2_wrong_sign_true_margin_010",0.282106864422894
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x1_wrong_sign_true_margin_025",0.00408670931058991
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x2_wrong_sign_true_margin_025",0.329379886282871
4,20270814,20290814,"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","mean_absolute_prediction_change",0.371005735312002
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","cate_correlation",1
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","cate_rank_correlation",1
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","sign_reversal",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","positive_to_negative",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","negative_to_positive",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","strong_reversal_010",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","strong_reversal_025",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_estimated_margin_010",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_estimated_margin_025",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_true_margin_010",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_true_margin_025",0
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x1_wrong_sign_true_margin_010",0.00654116752234265
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x2_wrong_sign_true_margin_010",0.00654116752234265
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x1_wrong_sign_true_margin_025",0.0054637526652452
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x2_wrong_sign_true_margin_025",0.0054637526652452
4,20270814,20290814,"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","mean_absolute_prediction_change",0
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.93757276060159
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.948355124062172
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.210166666666667
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.00633333333333333
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.203833333333333
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.152033333333333
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",0
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.166059855821743
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.123610476625552
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.00837914523851747
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.125095172833866
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.0129054362722704
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00177336407164391
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.00660578116687356
5,20270815,20290815,"cell_01","dose_response",1,2000,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.153257000687693
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.88768493339484
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.834516148479685
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.2228
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.00973333333333333
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.213066666666667
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.199666666666667
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",6.66666666666667e-05
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.213212785648181
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0.000131233595800525
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.132899345210903
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.0129012236212094
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.129853814527181
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.0168265570275621
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00137435715552403
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.0115268664656854
5,20270815,20290815,"cell_02","dose_response",2,2000,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.210792670972571
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.818672836655505
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.809735277209928
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.241033333333333
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.0186666666666667
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.222366666666667
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.216366666666667
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",0.1034
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.261987407168227
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0.169786535303777
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.148850312166895
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.0247827629012236
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.135259631490787
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_010",0.0260012182122735
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_025",0.00177336407164391
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","x2_wrong_sign_true_margin_025",0.0230093988295797
5,20270815,20290815,"cell_03","dose_response",4,2000,"fixed_6",6,3000,1,"ordinary","mean_absolute_prediction_change",0.278976267782661
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","cate_correlation",0.751707815636354
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","cate_rank_correlation",0.798150558893501
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","sign_reversal",0.293
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","positive_to_negative",0.0621666666666667
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","negative_to_positive",0.230833333333333
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_010",0.2315
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","strong_reversal_025",0.190866666666667
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_010",0.308845110508294
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_estimated_margin_025",0.274588788183954
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_010",0.203022689203594
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","reversal_given_true_margin_025",0.082550097535024
5,20270815,20290815,"cell_04","dose_response",8,2000,"fixed_6",6,3000,1,"ordinary","x1_wrong_sign_true_margin_010",0.139942134917009
