"cell_id","panel","multiplicity","trees","mtry_rule","actual_mtry","n_train","noise_sd","method","metric","replications","mean","sd","se_mean","ci95_low","ci95_high"
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","sign_reversal",20,0.308378333333333,0.0754109112081253,0.0168623923706569,0.273084940486677,0.343671726179989
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","positive_to_negative",20,0.0629366666666667,0.0758728036089703,0.0169656746513149,0.0274271015221993,0.0984462318111341
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","negative_to_positive",20,0.245441666666667,0.00398706791092349,0.0008915354879733,0.24357566144498,0.247307671888353
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","strong_reversal_010",20,0.242951666666667,0.00726945443869464,0.00162549942842588,0.239549457262544,0.246353876070789
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","strong_reversal_025",20,0.014025,0.0125545307634359,0.0028072784212655,0.00814929873686992,0.0199007012631301
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_estimated_margin_010",20,0.319164494512193,0.0128435196177168,0.00287189829355669,0.313153542301965,0.325175446722421
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_estimated_margin_025",20,0.0265981458486002,0.022642426629943,0.0050630005120104,0.0160011639894808,0.0371951277077196
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_true_margin_010",20,0.212731744851245,0.0863358522842169,0.019305283460289,0.172325322191689,0.2531381675108
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","reversal_given_true_margin_025",20,0.0839289793102463,0.101084898205737,0.0226032703886675,0.0366197906784701,0.131238167942023
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x1_wrong_sign_true_margin_010",20,0.142178580707501,0.00224740728440753,0.000502535546106344,0.141126761721305,0.143230399693697
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x2_wrong_sign_true_margin_010",20,0.0724875341711356,0.0867761438671517,0.0194037356512253,0.0318750487077411,0.11310001963453
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x1_wrong_sign_true_margin_025",20,0.00058499527752755,0.000497237892056044,0.000111185772762602,0.000352280780627448,0.000817709774427652
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","x2_wrong_sign_true_margin_025",20,0.0835843666009968,0.101391926172212,0.0226719239290706,0.0361314844577366,0.131037248744257
"cell_10","noise_robustness",8,2000,"fixed_6",6,3000,0.5,"ordinary","mean_absolute_prediction_change",20,0.290525772150402,0.00909255490452408,0.0020331570855665,0.286270325463921,0.294781218836883
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","cate_correlation",20,0.648740493118932,0.0617437061596405,0.0138063124155729,0.619843549130461,0.677637437107402
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","cate_rank_correlation",20,0.761364380257983,0.0345076980533195,0.00771615585942595,0.745214280436641,0.777514480079325
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","sign_reversal",20,0.349746666666667,0.0851661962427355,0.0190437404183844,0.30988765988508,0.389605673448253
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","positive_to_negative",20,0.12805,0.0815688963625301,0.0182393597116253,0.0898745813865625,0.166225418613437
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","negative_to_positive",20,0.221696666666667,0.0296559785596005,0.0066312783998543,0.207817241464293,0.23557609186904
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","strong_reversal_010",20,0.246241666666667,0.0837804174491463,0.0187338708599601,0.207031224324591,0.285452109008742
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","strong_reversal_025",20,0.093175,0.065636229365063,0.0146767070647049,0.0624562990740683,0.123893700925932
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_estimated_margin_010",20,0.299054045611597,0.0897225159221588,0.0200625644714254,0.257062615579786,0.341045475643408
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_estimated_margin_025",20,0.149716092635838,0.0977951665717899,0.0218676640325437,0.103946545802005,0.195485639469672
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_true_margin_010",20,0.274594924118354,0.0923407837393747,0.0206480269536849,0.23137810702822,0.317811741208487
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","reversal_given_true_margin_025",20,0.17359719123797,0.107195558400911,0.0239696555470487,0.123428125602115,0.223766256873824
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x1_wrong_sign_true_margin_010",20,0.133654003784644,0.0183140881101145,0.00409515459601367,0.125082746708666,0.142225260860621
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x2_wrong_sign_true_margin_010",20,0.149454497106186,0.0906935562213602,0.020279695683216,0.107008606225135,0.191900387987238
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x1_wrong_sign_true_margin_025",20,0.00563505600352492,0.00542594993251103,0.00121327928916051,0.00309563326659656,0.00817447874045327
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","x2_wrong_sign_true_margin_025",20,0.17091351844019,0.107481653090136,0.0240336282643595,0.120610556368178,0.221216480512202
"cell_11","noise_robustness",8,2000,"fixed_6",6,3000,2,"ordinary","mean_absolute_prediction_change",20,0.373177704244984,0.0288204342957107,0.00644444502262755,0.359689325795312,0.386666082694655
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","cate_correlation",20,1,5.69532394625957e-17,1.27351314977188e-17,1,1
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","cate_rank_correlation",20,1,0,0,1,1
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","sign_reversal",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","positive_to_negative",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","negative_to_positive",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","strong_reversal_010",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","strong_reversal_025",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_estimated_margin_010",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_estimated_margin_025",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_true_margin_010",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","reversal_given_true_margin_025",20,0,0,0,0,0
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x1_wrong_sign_true_margin_010",20,0.0138707927781428,0.01558035407097,0.00348387308162045,0.00657896261580559,0.02116262294048
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x2_wrong_sign_true_margin_010",20,0.0138707927781428,0.01558035407097,0.00348387308162045,0.00657896261580559,0.02116262294048
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x1_wrong_sign_true_margin_025",20,0.00251047988826093,0.00169547593709328,0.000379119944955573,0.00171697272396296,0.0033039870525589
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","x2_wrong_sign_true_margin_025",20,0.00251047988826093,0.00169547593709328,0.000379119944955573,0.00171697272396296,0.0033039870525589
"cell_12","invariant_check",16,2000,"fixed_6",6,3000,1,"class_sampled","mean_absolute_prediction_change",20,0,0,0,0,0
