"replication","data_seed","forest_seed","scenario","method","n_train","n_test","raw_dimension","fitted_dimension","semantic_dimension","mtry","budget_share","maximum_absolute_prediction_difference","cate_rmse","cate_correlation","cate_rank_correlation","representation_cate_correlation","representation_rank_correlation","assignment_switching","top_set_overlap","policy_value","policy_regret","policy_value_difference","regret_difference","share_group_a_treated","share_group_b_treated"
1,20270809,20280809,"complements","exact_deduplication",3000,30000,23,23,20,6,0.2,0.210752014955358,0.386150197285021,0.822569810560445,0.695180507507978,0.995062753508388,0.96605776453562,0.0153333333333333,0.926163723916533,0.281376496957663,0.00816989483109626,0.00521955615664799,-0.00521955615664799,0.930833333333333,0.051
1,20270809,20280809,"complements","dimension_adjusted_mtry",3000,30000,23,23,20,7,0.2,0.170302400627153,0.377609467289759,0.823198170361596,0.680893568513437,0.994497898101023,0.966537916562376,0.02,0.904761904761905,0.282997125919622,0.00654926586913807,0.00684018511860618,-0.00684018511860618,0.949,0.0343333333333333
1,20270809,20280809,"complements","class_sampled",3000,30000,23,20,20,6,0.2,0,0.386055701810736,0.80634957426466,0.697062791378514,1,1,0,1,0.278897205456255,0.0106491863325046,0,0,0.915166666666667,0.0605
1,20270809,20280809,"raw_log_rank","ordinary",3000,30000,26,26,20,6,0.2,0.375786751715008,0.32970759112278,0.856211008553641,0.699083828726982,0.98921072819905,0.959617395437797,0.0238666666666667,0.887385970430953,0.284820485321766,0.00472590646699322,0.00866354452075102,-0.00866354452075102,0.958833333333333,0.0301666666666667
1,20270809,20280809,"raw_log_rank","exact_deduplication",3000,30000,26,26,20,6,0.2,0.375786751715008,0.32970759112278,0.856211008553641,0.699083828726982,0.98921072819905,0.959617395437797,0.0238666666666667,0.887385970430953,0.284820485321766,0.00472590646699322,0.00866354452075102,-0.00866354452075102,0.958833333333333,0.0301666666666667
1,20270809,20280809,"raw_log_rank","dimension_adjusted_mtry",3000,30000,26,26,20,8,0.2,0.368321099807887,0.318407477095254,0.86630523070611,0.703309542966788,0.985431373289263,0.9552703283743,0.0273333333333333,0.87207488299532,0.285321845796249,0.0042245459925106,0.00916490499523365,-0.00916490499523365,0.9675,0.0211666666666667
1,20270809,20280809,"raw_log_rank","class_sampled",3000,30000,26,20,20,6,0.2,0,0.386055701810736,0.80634957426466,0.697062791378514,1,1,0,1,0.278897205456255,0.0106491863325046,0,0,0.915166666666667,0.0605
1,20270809,20280809,"routine_bundle","ordinary",3000,30000,35,35,20,6,0.2,0.351967862467363,0.324835812365538,0.860795088596939,0.67519146044799,0.986943399226184,0.950496511341441,0.0267333333333333,0.874707077019216,0.285086609329643,0.00445978245911627,0.00892966852862798,-0.00892966852862798,0.966166666666667,0.0216666666666667
1,20270809,20280809,"routine_bundle","exact_deduplication",3000,30000,35,32,20,6,0.2,0.289149526880279,0.326457421118012,0.865522990241818,0.678253868798504,0.986333352686421,0.956057777993398,0.0224,0.893939393939394,0.284637483054375,0.00490890873438432,0.00848054225335992,-0.00848054225335992,0.954333333333333,0.0356666666666667
1,20270809,20280809,"routine_bundle","dimension_adjusted_mtry",3000,30000,35,35,20,11,0.2,0.429307046038069,0.317418333458789,0.865926098656861,0.698428196847143,0.984007088401831,0.95351203365368,0.0290666666666667,0.864512119328776,0.285683465518851,0.00386292626990808,0.00952652471783616,-0.00952652471783616,0.972166666666667,0.0166666666666667
1,20270809,20280809,"routine_bundle","class_sampled",3000,30000,35,20,20,6,0.2,0,0.386055701810736,0.80634957426466,0.697062791378514,1,1,0,1,0.278897205456255,0.0106491863325046,0,0,0.915166666666667,0.0605
2,20270810,20280810,"canonical","ordinary",3000,30000,20,20,20,6,0.2,0,0.35921204325012,0.863784132086621,0.62619916994718,1,1,0,1,0.277266929137756,0.0106842418012827,0,0,0.914833333333333,0.0525
2,20270810,20280810,"canonical","exact_deduplication",3000,30000,20,20,20,6,0.2,0,0.35921204325012,0.863784132086621,0.62619916994718,1,1,0,1,0.277266929137756,0.0106842418012827,0,0,0.914833333333333,0.0525
2,20270810,20280810,"canonical","dimension_adjusted_mtry",3000,30000,20,20,20,6,0.2,0,0.35921204325012,0.863784132086621,0.62619916994718,1,1,0,1,0.277266929137756,0.0106842418012827,0,0,0.914833333333333,0.0525
2,20270810,20280810,"canonical","class_sampled",3000,30000,20,20,20,6,0.2,0,0.362180772280729,0.862053264832999,0.630531079991771,1,1,0,1,0.27738389487206,0.0105672760669785,0,0,0.917833333333333,0.049
2,20270810,20280810,"administrative_aliases","ordinary",3000,30000,23,23,20,6,0.2,0.179860494308201,0.34781732603213,0.85135832998805,0.627033249928107,0.99470656151779,0.959155282126172,0.00806666666666667,0.960463976474432,0.27649904148951,0.0114521294495282,-0.00076788764824548,0.00076788764824548,0.924,0.0366666666666667
2,20270810,20280810,"administrative_aliases","exact_deduplication",3000,30000,23,20,20,6,0.2,0,0.35921204325012,0.863784132086621,0.62619916994718,1,1,0,1,0.277266929137756,0.0106842418012827,0,0,0.914833333333333,0.0525
2,20270810,20280810,"administrative_aliases","dimension_adjusted_mtry",3000,30000,23,23,20,7,0.2,0.213781631717615,0.33430880699768,0.860314365810864,0.641403341960519,0.99489699202203,0.955990534316878,0.00853333333333333,0.95822454308094,0.277870535067335,0.0100806358717037,0.000603605929579087,-0.000603605929579087,0.928833333333333,0.0368333333333333
2,20270810,20280810,"administrative_aliases","class_sampled",3000,30000,23,20,20,6,0.2,0,0.362180772280729,0.862053264832999,0.630531079991771,1,1,0,1,0.27738389487206,0.0105672760669785,0,0,0.917833333333333,0.049
