"scenario","method","metric","replications","mean","sd","se_mean","ci95_low","ci95_high","q025","median","q975"
"complements","class_sampled","regret_difference",20,0,0,0,0,0,0,0,0
"raw_log_rank","ordinary","cate_rmse",20,0.313722950278291,0.0268390606591264,0.0060013964086047,0.301161883235042,0.32628401732154,0.274687028529997,0.30875456109717,0.364417985966833
"raw_log_rank","ordinary","cate_correlation",20,0.88762542781499,0.0201686673508335,0.00450985112120442,0.878186200936509,0.897064654693471,0.85920022883709,0.893263482935798,0.918817727288931
"raw_log_rank","ordinary","cate_rank_correlation",20,0.674678282380568,0.0281954881785431,0.0063047028226014,0.661482387716968,0.687874177044169,0.63207818936742,0.674379680271533,0.729891172127768
"raw_log_rank","ordinary","representation_cate_correlation",20,0.982799039594886,0.00386679270791195,0.00086464113497916,0.980989324900944,0.984608754288828,0.974811282339483,0.983605430873902,0.98843050526915
"raw_log_rank","ordinary","representation_rank_correlation",20,0.958918366374509,0.0121850836416534,0.00272466753342576,0.953215571686784,0.964621161062235,0.931996894097641,0.958976860182419,0.974596782529196
"raw_log_rank","ordinary","assignment_switching",20,0.0141766666666667,0.00612792572443649,0.00137024584809096,0.0113087091461592,0.0170446241871742,0.00674166666666667,0.0126,0.0269833333333333
"raw_log_rank","ordinary","top_set_overlap",20,0.931939582227391,0.0282253595112883,0.00631138225566109,0.918729707349727,0.945149457105056,0.873619684050064,0.938923947856762,0.966853340337334
"raw_log_rank","ordinary","policy_value",20,0.283668861046413,0.00339682198246722,0.000759552486026229,0.282079099422574,0.285258622670251,0.277148585214993,0.284783194243957,0.287922833186252
"raw_log_rank","ordinary","policy_regret",20,0.00543023646533528,0.00332328534904021,0.000743109194908303,0.00387489104534021,0.00698558188533035,0.00151783111738558,0.00477004726987323,0.0120541824974322
"raw_log_rank","ordinary","policy_value_difference",20,0.00396493584382636,0.00295784031507742,0.000661393201110252,0.00258062396448049,0.00534924772317223,0.000650336360379282,0.0029274416313351,0.0102659599068009
"raw_log_rank","ordinary","regret_difference",20,-0.00396493584382636,0.00295784031507742,0.000661393201110252,-0.00534924772317223,-0.00258062396448049,-0.0102659599068009,-0.0029274416313351,-0.000650336360379283
"raw_log_rank","exact_deduplication","cate_rmse",20,0.313722950278291,0.0268390606591264,0.0060013964086047,0.301161883235042,0.32628401732154,0.274687028529997,0.30875456109717,0.364417985966833
"raw_log_rank","exact_deduplication","cate_correlation",20,0.88762542781499,0.0201686673508335,0.00450985112120442,0.878186200936509,0.897064654693471,0.85920022883709,0.893263482935798,0.918817727288931
"raw_log_rank","exact_deduplication","cate_rank_correlation",20,0.674678282380568,0.0281954881785431,0.0063047028226014,0.661482387716968,0.687874177044169,0.63207818936742,0.674379680271533,0.729891172127768
"raw_log_rank","exact_deduplication","representation_cate_correlation",20,0.982799039594886,0.00386679270791195,0.00086464113497916,0.980989324900944,0.984608754288828,0.974811282339483,0.983605430873902,0.98843050526915
"raw_log_rank","exact_deduplication","representation_rank_correlation",20,0.958918366374509,0.0121850836416534,0.00272466753342576,0.953215571686784,0.964621161062235,0.931996894097641,0.958976860182419,0.974596782529196
"raw_log_rank","exact_deduplication","assignment_switching",20,0.0141766666666667,0.00612792572443649,0.00137024584809096,0.0113087091461592,0.0170446241871742,0.00674166666666667,0.0126,0.0269833333333333
"raw_log_rank","exact_deduplication","top_set_overlap",20,0.931939582227391,0.0282253595112883,0.00631138225566109,0.918729707349727,0.945149457105056,0.873619684050064,0.938923947856762,0.966853340337334
"raw_log_rank","exact_deduplication","policy_value",20,0.283668861046413,0.00339682198246722,0.000759552486026229,0.282079099422574,0.285258622670251,0.277148585214993,0.284783194243957,0.287922833186252
"raw_log_rank","exact_deduplication","policy_regret",20,0.00543023646533528,0.00332328534904021,0.000743109194908303,0.00387489104534021,0.00698558188533035,0.00151783111738558,0.00477004726987323,0.0120541824974322
"raw_log_rank","exact_deduplication","policy_value_difference",20,0.00396493584382636,0.00295784031507742,0.000661393201110252,0.00258062396448049,0.00534924772317223,0.000650336360379282,0.0029274416313351,0.0102659599068009
"raw_log_rank","exact_deduplication","regret_difference",20,-0.00396493584382636,0.00295784031507742,0.000661393201110252,-0.00534924772317223,-0.00258062396448049,-0.0102659599068009,-0.0029274416313351,-0.000650336360379283
"raw_log_rank","dimension_adjusted_mtry","cate_rmse",20,0.303040820916332,0.0266863254539075,0.00596724377846202,0.290551236149493,0.315530405683171,0.261576479214568,0.297894332769164,0.351224025635615
"raw_log_rank","dimension_adjusted_mtry","cate_correlation",20,0.890319540029915,0.0186435963817406,0.00416883488546412,0.881594068335782,0.899045011724048,0.866766126542047,0.890160197171715,0.921160323517912
"raw_log_rank","dimension_adjusted_mtry","cate_rank_correlation",20,0.679246354441855,0.0298967328947831,0.0066851127057889,0.665254252742208,0.693238456141502,0.630152716319014,0.677460442065845,0.733670696398756
"raw_log_rank","dimension_adjusted_mtry","representation_cate_correlation",20,0.97901952016135,0.00407132820308086,0.000910376662080086,0.977114079909044,0.980924960413655,0.971599701291137,0.979001361752982,0.985026407700798
"raw_log_rank","dimension_adjusted_mtry","representation_rank_correlation",20,0.955656611778574,0.0133613996473113,0.00298769978859298,0.949403284253698,0.96190993930345,0.927659444356533,0.955559471547955,0.973855760961429
"raw_log_rank","dimension_adjusted_mtry","assignment_switching",20,0.0162033333333333,0.00743991055093057,0.00166361457383987,0.0127213480130223,0.0196853186536444,0.00646666666666667,0.0134,0.0306983333333333
"raw_log_rank","dimension_adjusted_mtry","top_set_overlap",20,0.922714691877081,0.0339990035264547,0.00760240830524077,0.906802668422778,0.938626715331383,0.857465447374652,0.935172551715583,0.968181072658685
"raw_log_rank","dimension_adjusted_mtry","policy_value",20,0.283833333243372,0.00345697862279598,0.000773003919733541,0.282215417445218,0.285451249041526,0.276607344886073,0.285066604983946,0.287663197371823
"raw_log_rank","dimension_adjusted_mtry","policy_regret",20,0.00526576426837566,0.00338342079236987,0.000756555888822523,0.00368227459456586,0.00684925394218546,0.00163964961995578,0.00444435265142257,0.0125954228263517
"raw_log_rank","dimension_adjusted_mtry","policy_value_difference",20,0.00412940804078599,0.00320448888918245,0.000716545498935474,0.00262966107543604,0.00562915500613594,0.00057647436081307,0.00315686268066939,0.0108666134892874
"raw_log_rank","dimension_adjusted_mtry","regret_difference",20,-0.00412940804078599,0.00320448888918245,0.000716545498935474,-0.00562915500613594,-0.00262966107543604,-0.0108666134892874,-0.00315686268066939,-0.000576474360813071
"raw_log_rank","class_sampled","cate_rmse",20,0.389606749322032,0.0218511721515237,0.00488607063188573,0.379380085957957,0.399833412686107,0.36152716581258,0.38592436618117,0.433810710631213
"raw_log_rank","class_sampled","cate_correlation",20,0.83776637610108,0.0256783193515458,0.00574184676180048,0.825748552711905,0.849784199490255,0.804143201169188,0.843039223588761,0.869143255375077
"raw_log_rank","class_sampled","cate_rank_correlation",20,0.665979296011425,0.0363819331367402,0.00813524756466032,0.648952027170024,0.683006564852826,0.606287588702864,0.663035842807151,0.729439674328155
"raw_log_rank","class_sampled","representation_cate_correlation",20,1,1.0188105198175e-16,2.27812957850383e-17,1,1,1,1,1
"raw_log_rank","class_sampled","representation_rank_correlation",20,1,0,0,1,1,1,1,1
"raw_log_rank","class_sampled","assignment_switching",20,0,0,0,0,0,0,0,0
"raw_log_rank","class_sampled","top_set_overlap",20,1,0,0,1,1,1,1,1
"raw_log_rank","class_sampled","policy_value",20,0.279562492573061,0.00433267717670501,0.000968816069167428,0.277534737235996,0.281590247910126,0.272653748765621,0.279262810925247,0.285956295467184
"raw_log_rank","class_sampled","policy_regret",20,0.00953660493868661,0.00438005515270223,0.000979410106664041,0.00748667602630817,0.0115865338510651,0.00328149103318214,0.0101706951403943,0.0165490189468038
"raw_log_rank","class_sampled","policy_value_difference",20,0,0,0,0,0,0,0,0
"raw_log_rank","class_sampled","regret_difference",20,0,0,0,0,0,0,0,0
"routine_bundle","ordinary","cate_rmse",20,0.313623522185821,0.0268578926340812,0.00600560736621965,0.301053641506991,0.32619340286465,0.274674053023377,0.308919335592835,0.36334857185371
"routine_bundle","ordinary","cate_correlation",20,0.887153112855994,0.0201883812902206,0.00451425929206181,0.877704659569872,0.896601566142116,0.861502656360808,0.890824687832426,0.917519960418327
"routine_bundle","ordinary","cate_rank_correlation",20,0.664617989236135,0.0237503805460337,0.005310746539242,0.653502468982635,0.675733509489634,0.62975390043376,0.664653566085615,0.706420857278145
"routine_bundle","ordinary","representation_cate_correlation",20,0.982612924990192,0.00342004782635265,0.000764745942602493,0.981012293336814,0.98421355664357,0.97696085465634,0.982098043360886,0.987558141521238
"routine_bundle","ordinary","representation_rank_correlation",20,0.95668851366881,0.0122501578418129,0.00273921856693957,0.950955263317923,0.962421764019696,0.931791426347468,0.95914665501683,0.971434463725027
"routine_bundle","ordinary","assignment_switching",20,0.0144433333333333,0.00652779124049875,0.00145965849566829,0.0113882329906782,0.0174984336759885,0.00607166666666667,0.0125,0.0272233333333333
"routine_bundle","ordinary","top_set_overlap",20,0.93074959568203,0.0300452273832209,0.00671831708283201,0.91668799642252,0.944811194941539,0.872559127367448,0.939396788829075,0.970099417080118
"routine_bundle","ordinary","policy_value",20,0.283779499551738,0.00322502422754885,0.000721137340188298,0.282270141752192,0.285288857351284,0.277128460929809,0.284506971671929,0.287667151413384
"routine_bundle","ordinary","policy_regret",20,0.00531959796001013,0.00317685329254356,0.000710365991667143,0.00383278485201719,0.00680641106800307,0.00178705709929441,0.00496032534601887,0.0120743067826159
"routine_bundle","ordinary","policy_value_difference",20,0.00407557434915151,0.00291442910617071,0.000651686159700166,0.00271157954097409,0.00543956915732894,0.000700579237354429,0.0035764175424963,0.0102651498555488
"routine_bundle","ordinary","regret_difference",20,-0.00407557434915151,0.00291442910617071,0.000651686159700166,-0.00543956915732894,-0.00271157954097409,-0.0102651498555488,-0.0035764175424963,-0.00070057923735443
"routine_bundle","exact_deduplication","cate_rmse",20,0.316471896759595,0.0275059105827397,0.00615050858460367,0.303598734345175,0.329345059174016,0.275680268359655,0.314385374201397,0.36664738502065
"routine_bundle","exact_deduplication","cate_correlation",20,0.892122604876272,0.0203990621957519,0.00456136897469474,0.882575549891204,0.90166965986134,0.866053580038919,0.894406378946056,0.924754799809698
"routine_bundle","exact_deduplication","cate_rank_correlation",20,0.66980019665547,0.02458772813817,0.00549798315292325,0.65829278566567,0.68130760764527,0.631581576450235,0.670837540348931,0.712047654592564
"routine_bundle","exact_deduplication","representation_cate_correlation",20,0.980253846969012,0.00392205380018461,0.000876997890862417,0.978418269287771,0.982089424650252,0.97277621466103,0.980159672068301,0.986662310298683
"routine_bundle","exact_deduplication","representation_rank_correlation",20,0.955178706001598,0.0126227694342631,0.00282253705193188,0.949271068057446,0.961086343945751,0.928351604559868,0.95646099323229,0.970949408475833
"routine_bundle","exact_deduplication","assignment_switching",20,0.0141,0.00596596585122742,0.00133403051947869,0.0113078420334163,0.0168921579665837,0.006665,0.0128,0.0270283333333333
"routine_bundle","exact_deduplication","top_set_overlap",20,0.932276675219867,0.0274876220173895,0.00614641913707029,0.919412072117503,0.945141278322231,0.873427583371086,0.937984951039824,0.967226990333994
"routine_bundle","exact_deduplication","policy_value",20,0.283978349792927,0.00305864823409507,0.000683934537069626,0.282546858355199,0.285409841230654,0.277506692416911,0.284781819359906,0.287644946490278
"routine_bundle","exact_deduplication","policy_regret",20,0.00512074771882115,0.00303253819085542,0.000678096153911696,0.00370147615748221,0.00654001928016009,0.00175727925204508,0.00467393601242258,0.0116960752955138
"routine_bundle","exact_deduplication","policy_value_difference",20,0.0042744245903405,0.00288660064291375,0.000645463526144973,0.00292345390387586,0.00562539527680513,0.000758242747999868,0.00389651885869002,0.0100821450925512
"routine_bundle","exact_deduplication","regret_difference",20,-0.0042744245903405,0.00288660064291375,0.000645463526144973,-0.00562539527680513,-0.00292345390387586,-0.0100821450925512,-0.00389651885869002,-0.000758242747999869
"routine_bundle","dimension_adjusted_mtry","cate_rmse",20,0.296855433531253,0.0287513804028702,0.0064290041027773,0.283399373298251,0.310311493764256,0.251216516434439,0.291634897383898,0.348123327326621
"routine_bundle","dimension_adjusted_mtry","cate_correlation",20,0.892179619885705,0.0189421506806213,0.00423559365619132,0.883314420478597,0.901044819292812,0.866798153181823,0.893131619386425,0.923418944707644
"routine_bundle","dimension_adjusted_mtry","cate_rank_correlation",20,0.673751603303628,0.0284632469213756,0.00636457549765575,0.660430393690936,0.687072812916319,0.634872466542092,0.667928832049032,0.730903948774816
"routine_bundle","dimension_adjusted_mtry","representation_cate_correlation",20,0.97503084661904,0.00570167144036634,0.00127493249260283,0.972362382244276,0.977699310993804,0.964674472438632,0.975352374871924,0.983577139572084
"routine_bundle","dimension_adjusted_mtry","representation_rank_correlation",20,0.949923627048404,0.0158789345649823,0.00355063770975715,0.942492056913393,0.957355197183415,0.914865665830706,0.954473876016749,0.969519572882744
"routine_bundle","dimension_adjusted_mtry","assignment_switching",20,0.0178133333333333,0.00813697358858234,0.00181948260751905,0.0140051124692184,0.0216215541974483,0.007075,0.0153333333333333,0.03341
"routine_bundle","dimension_adjusted_mtry","top_set_overlap",20,0.915413383962882,0.0369080210152881,0.00825288439051751,0.898139898415278,0.932686869510486,0.845850330291709,0.926173450837128,0.965242777778046
"routine_bundle","dimension_adjusted_mtry","policy_value",20,0.284117797810215,0.00335905975686107,0.000751108595682526,0.282545709451979,0.285689886168452,0.277155429374458,0.285289394195348,0.287733327433627
"routine_bundle","dimension_adjusted_mtry","policy_regret",20,0.00498129970153238,0.00326695769735949,0.000730513949091201,0.00345231643400369,0.00651028296906107,0.00166661037870436,0.00383522750672083,0.0120473383379669
"routine_bundle","dimension_adjusted_mtry","policy_value_difference",20,0.00441387260762926,0.00340964810957633,0.000762420495236633,0.00281810817152509,0.00600963704373343,0.000586145125482697,0.0039239056003865,0.0116278678161329
"routine_bundle","dimension_adjusted_mtry","regret_difference",20,-0.00441387260762926,0.00340964810957633,0.000762420495236633,-0.00600963704373343,-0.00281810817152509,-0.0116278678161329,-0.0039239056003865,-0.000586145125482697
"routine_bundle","class_sampled","cate_rmse",20,0.389606749322032,0.0218511721515237,0.00488607063188573,0.379380085957957,0.399833412686107,0.36152716581258,0.38592436618117,0.433810710631213
"routine_bundle","class_sampled","cate_correlation",20,0.83776637610108,0.0256783193515458,0.00574184676180048,0.825748552711905,0.849784199490255,0.804143201169188,0.843039223588761,0.869143255375077
"routine_bundle","class_sampled","cate_rank_correlation",20,0.665979296011425,0.0363819331367402,0.00813524756466032,0.648952027170024,0.683006564852826,0.606287588702864,0.663035842807151,0.729439674328155
"routine_bundle","class_sampled","representation_cate_correlation",20,1,1.0188105198175e-16,2.27812957850383e-17,1,1,1,1,1
"routine_bundle","class_sampled","representation_rank_correlation",20,1,0,0,1,1,1,1,1
"routine_bundle","class_sampled","assignment_switching",20,0,0,0,0,0,0,0,0
"routine_bundle","class_sampled","top_set_overlap",20,1,0,0,1,1,1,1,1
"routine_bundle","class_sampled","policy_value",20,0.279562492573061,0.00433267717670501,0.000968816069167428,0.277534737235996,0.281590247910126,0.272653748765621,0.279262810925247,0.285956295467184
"routine_bundle","class_sampled","policy_regret",20,0.00953660493868661,0.00438005515270223,0.000979410106664041,0.00748667602630817,0.0115865338510651,0.00328149103318214,0.0101706951403943,0.0165490189468038
"routine_bundle","class_sampled","policy_value_difference",20,0,0,0,0,0,0,0,0
"routine_bundle","class_sampled","regret_difference",20,0,0,0,0,0,0,0,0
