"sample","scenario","seed","raw_column","raw_name","class_id","representative","representative_name"
"simulation","administrative_aliases",4,19,"x19",12,TRUE,"x19"
"simulation","administrative_aliases",4,20,"x20",18,TRUE,"x20"
"simulation","administrative_aliases",4,21,"x01__admin_alias",10,FALSE,"x01"
"simulation","administrative_aliases",4,22,"x08__admin_alias",15,FALSE,"x08"
"simulation","administrative_aliases",4,23,"x20__admin_alias",18,FALSE,"x20"
"simulation","unit_recodings",4,1,"x01",10,TRUE,"x01"
"simulation","unit_recodings",4,2,"x02",11,TRUE,"x02"
"simulation","unit_recodings",4,3,"x03",7,TRUE,"x03"
"simulation","unit_recodings",4,4,"x04",16,TRUE,"x04"
"simulation","unit_recodings",4,5,"x05",20,TRUE,"x05"
"simulation","unit_recodings",4,6,"x06",14,TRUE,"x06"
"simulation","unit_recodings",4,7,"x07",4,TRUE,"x07"
"simulation","unit_recodings",4,8,"x08",15,TRUE,"x08"
"simulation","unit_recodings",4,9,"x09",2,TRUE,"x09"
"simulation","unit_recodings",4,10,"x10",13,TRUE,"x10"
"simulation","unit_recodings",4,11,"x11",9,TRUE,"x11"
"simulation","unit_recodings",4,12,"x12",17,TRUE,"x12"
"simulation","unit_recodings",4,13,"x13",3,TRUE,"x13"
"simulation","unit_recodings",4,14,"x14",6,TRUE,"x14"
"simulation","unit_recodings",4,15,"x15",8,TRUE,"x15"
"simulation","unit_recodings",4,16,"x16",19,TRUE,"x16"
"simulation","unit_recodings",4,17,"x17",5,TRUE,"x17"
"simulation","unit_recodings",4,18,"x18",1,TRUE,"x18"
"simulation","unit_recodings",4,19,"x19",12,TRUE,"x19"
"simulation","unit_recodings",4,20,"x20",18,TRUE,"x20"
"simulation","unit_recodings",4,21,"x02__standardized",11,FALSE,"x02"
"simulation","unit_recodings",4,22,"x05__standardized",20,FALSE,"x05"
"simulation","unit_recodings",4,23,"x06__standardized",14,FALSE,"x06"
"simulation","complements",4,1,"x01",10,TRUE,"x01"
"simulation","complements",4,2,"x02",11,TRUE,"x02"
"simulation","complements",4,3,"x03",7,TRUE,"x03"
"simulation","complements",4,4,"x04",16,TRUE,"x04"
"simulation","complements",4,5,"x05",20,TRUE,"x05"
"simulation","complements",4,6,"x06",14,TRUE,"x06"
"simulation","complements",4,7,"x07",4,TRUE,"x07"
"simulation","complements",4,8,"x08",15,TRUE,"x08"
"simulation","complements",4,9,"x09",2,TRUE,"x09"
"simulation","complements",4,10,"x10",13,TRUE,"x10"
"simulation","complements",4,11,"x11",9,TRUE,"x11"
"simulation","complements",4,12,"x12",17,TRUE,"x12"
"simulation","complements",4,13,"x13",3,TRUE,"x13"
"simulation","complements",4,14,"x14",6,TRUE,"x14"
"simulation","complements",4,15,"x15",8,TRUE,"x15"
"simulation","complements",4,16,"x16",19,TRUE,"x16"
"simulation","complements",4,17,"x17",5,TRUE,"x17"
"simulation","complements",4,18,"x18",1,TRUE,"x18"
"simulation","complements",4,19,"x19",12,TRUE,"x19"
"simulation","complements",4,20,"x20",18,TRUE,"x20"
"simulation","complements",4,21,"x03__complement",7,FALSE,"x03"
"simulation","complements",4,22,"x07__complement",4,FALSE,"x07"
"simulation","complements",4,23,"x09__complement",2,FALSE,"x09"
"simulation","raw_log_rank",4,1,"x01",10,TRUE,"x01"
"simulation","raw_log_rank",4,2,"x02",11,TRUE,"x02"
"simulation","raw_log_rank",4,3,"x03",7,TRUE,"x03"
"simulation","raw_log_rank",4,4,"x04",16,TRUE,"x04"
"simulation","raw_log_rank",4,5,"x05",20,TRUE,"x05"
"simulation","raw_log_rank",4,6,"x06",14,TRUE,"x06"
"simulation","raw_log_rank",4,7,"x07",4,TRUE,"x07"
"simulation","raw_log_rank",4,8,"x08",15,TRUE,"x08"
"simulation","raw_log_rank",4,9,"x09",2,TRUE,"x09"
"simulation","raw_log_rank",4,10,"x10",13,TRUE,"x10"
"simulation","raw_log_rank",4,11,"x11",9,TRUE,"x11"
"simulation","raw_log_rank",4,12,"x12",17,TRUE,"x12"
"simulation","raw_log_rank",4,13,"x13",3,TRUE,"x13"
"simulation","raw_log_rank",4,14,"x14",6,TRUE,"x14"
"simulation","raw_log_rank",4,15,"x15",8,TRUE,"x15"
"simulation","raw_log_rank",4,16,"x16",19,TRUE,"x16"
"simulation","raw_log_rank",4,17,"x17",5,TRUE,"x17"
"simulation","raw_log_rank",4,18,"x18",1,TRUE,"x18"
"simulation","raw_log_rank",4,19,"x19",12,TRUE,"x19"
"simulation","raw_log_rank",4,20,"x20",18,TRUE,"x20"
"simulation","raw_log_rank",4,21,"x01__log",10,FALSE,"x01"
"simulation","raw_log_rank",4,22,"x01__rank",10,FALSE,"x01"
"simulation","raw_log_rank",4,23,"x02__log",11,FALSE,"x02"
"simulation","raw_log_rank",4,24,"x02__rank",11,FALSE,"x02"
"simulation","raw_log_rank",4,25,"x03__log",7,FALSE,"x03"
"simulation","raw_log_rank",4,26,"x03__rank",7,FALSE,"x03"
"simulation","routine_bundle",4,1,"x01",10,TRUE,"x01"
"simulation","routine_bundle",4,2,"x02",11,TRUE,"x02"
"simulation","routine_bundle",4,3,"x03",7,TRUE,"x03"
"simulation","routine_bundle",4,4,"x04",16,TRUE,"x04"
"simulation","routine_bundle",4,5,"x05",20,TRUE,"x05"
"simulation","routine_bundle",4,6,"x06",14,TRUE,"x06"
"simulation","routine_bundle",4,7,"x07",4,TRUE,"x07"
"simulation","routine_bundle",4,8,"x08",15,TRUE,"x08"
"simulation","routine_bundle",4,9,"x09",2,TRUE,"x09"
"simulation","routine_bundle",4,10,"x10",13,TRUE,"x10"
"simulation","routine_bundle",4,11,"x11",9,TRUE,"x11"
"simulation","routine_bundle",4,12,"x12",17,TRUE,"x12"
"simulation","routine_bundle",4,13,"x13",3,TRUE,"x13"
"simulation","routine_bundle",4,14,"x14",6,TRUE,"x14"
"simulation","routine_bundle",4,15,"x15",8,TRUE,"x15"
"simulation","routine_bundle",4,16,"x16",19,TRUE,"x16"
"simulation","routine_bundle",4,17,"x17",5,TRUE,"x17"
"simulation","routine_bundle",4,18,"x18",1,TRUE,"x18"
"simulation","routine_bundle",4,19,"x19",12,TRUE,"x19"
"simulation","routine_bundle",4,20,"x20",18,TRUE,"x20"
"simulation","routine_bundle",4,21,"x01__admin_alias",10,FALSE,"x01"
"simulation","routine_bundle",4,22,"x08__admin_alias",15,FALSE,"x08"
"simulation","routine_bundle",4,23,"x20__admin_alias",18,FALSE,"x20"
"simulation","routine_bundle",4,24,"x02__standardized",11,FALSE,"x02"
"simulation","routine_bundle",4,25,"x05__standardized",20,FALSE,"x05"
"simulation","routine_bundle",4,26,"x06__standardized",14,FALSE,"x06"
"simulation","routine_bundle",4,27,"x03__complement",7,FALSE,"x03"
"simulation","routine_bundle",4,28,"x07__complement",4,FALSE,"x07"
"simulation","routine_bundle",4,29,"x09__complement",2,FALSE,"x09"
"simulation","routine_bundle",4,30,"x01__log",10,FALSE,"x01"
"simulation","routine_bundle",4,31,"x01__rank",10,FALSE,"x01"
"simulation","routine_bundle",4,32,"x02__log",11,FALSE,"x02"
"simulation","routine_bundle",4,33,"x02__rank",11,FALSE,"x02"
"simulation","routine_bundle",4,34,"x03__log",7,FALSE,"x03"
"simulation","routine_bundle",4,35,"x03__rank",7,FALSE,"x03"
"simulation","canonical",5,1,"x01",3,TRUE,"x01"
"simulation","canonical",5,2,"x02",13,TRUE,"x02"
"simulation","canonical",5,3,"x03",17,TRUE,"x03"
"simulation","canonical",5,4,"x04",18,TRUE,"x04"
"simulation","canonical",5,5,"x05",14,TRUE,"x05"
"simulation","canonical",5,6,"x06",16,TRUE,"x06"
"simulation","canonical",5,7,"x07",11,TRUE,"x07"
"simulation","canonical",5,8,"x08",5,TRUE,"x08"
"simulation","canonical",5,9,"x09",12,TRUE,"x09"
"simulation","canonical",5,10,"x10",6,TRUE,"x10"
"simulation","canonical",5,11,"x11",2,TRUE,"x11"
"simulation","canonical",5,12,"x12",15,TRUE,"x12"
"simulation","canonical",5,13,"x13",8,TRUE,"x13"
"simulation","canonical",5,14,"x14",7,TRUE,"x14"
"simulation","canonical",5,15,"x15",20,TRUE,"x15"
"simulation","canonical",5,16,"x16",19,TRUE,"x16"
"simulation","canonical",5,17,"x17",9,TRUE,"x17"
"simulation","canonical",5,18,"x18",10,TRUE,"x18"
"simulation","canonical",5,19,"x19",1,TRUE,"x19"
"simulation","canonical",5,20,"x20",4,TRUE,"x20"
"simulation","administrative_aliases",5,1,"x01",3,TRUE,"x01"
"simulation","administrative_aliases",5,2,"x02",13,TRUE,"x02"
"simulation","administrative_aliases",5,3,"x03",17,TRUE,"x03"
"simulation","administrative_aliases",5,4,"x04",18,TRUE,"x04"
"simulation","administrative_aliases",5,5,"x05",14,TRUE,"x05"
"simulation","administrative_aliases",5,6,"x06",16,TRUE,"x06"
"simulation","administrative_aliases",5,7,"x07",11,TRUE,"x07"
"simulation","administrative_aliases",5,8,"x08",5,TRUE,"x08"
"simulation","administrative_aliases",5,9,"x09",12,TRUE,"x09"
"simulation","administrative_aliases",5,10,"x10",6,TRUE,"x10"
"simulation","administrative_aliases",5,11,"x11",2,TRUE,"x11"
"simulation","administrative_aliases",5,12,"x12",15,TRUE,"x12"
"simulation","administrative_aliases",5,13,"x13",8,TRUE,"x13"
"simulation","administrative_aliases",5,14,"x14",7,TRUE,"x14"
"simulation","administrative_aliases",5,15,"x15",20,TRUE,"x15"
"simulation","administrative_aliases",5,16,"x16",19,TRUE,"x16"
"simulation","administrative_aliases",5,17,"x17",9,TRUE,"x17"
"simulation","administrative_aliases",5,18,"x18",10,TRUE,"x18"
"simulation","administrative_aliases",5,19,"x19",1,TRUE,"x19"
"simulation","administrative_aliases",5,20,"x20",4,TRUE,"x20"
"simulation","administrative_aliases",5,21,"x01__admin_alias",3,FALSE,"x01"
"simulation","administrative_aliases",5,22,"x08__admin_alias",5,FALSE,"x08"
"simulation","administrative_aliases",5,23,"x20__admin_alias",4,FALSE,"x20"
"simulation","unit_recodings",5,1,"x01",3,TRUE,"x01"
"simulation","unit_recodings",5,2,"x02",13,TRUE,"x02"
"simulation","unit_recodings",5,3,"x03",17,TRUE,"x03"
"simulation","unit_recodings",5,4,"x04",18,TRUE,"x04"
"simulation","unit_recodings",5,5,"x05",14,TRUE,"x05"
"simulation","unit_recodings",5,6,"x06",16,TRUE,"x06"
"simulation","unit_recodings",5,7,"x07",11,TRUE,"x07"
"simulation","unit_recodings",5,8,"x08",5,TRUE,"x08"
"simulation","unit_recodings",5,9,"x09",12,TRUE,"x09"
"simulation","unit_recodings",5,10,"x10",6,TRUE,"x10"
"simulation","unit_recodings",5,11,"x11",2,TRUE,"x11"
"simulation","unit_recodings",5,12,"x12",15,TRUE,"x12"
"simulation","unit_recodings",5,13,"x13",8,TRUE,"x13"
"simulation","unit_recodings",5,14,"x14",7,TRUE,"x14"
"simulation","unit_recodings",5,15,"x15",20,TRUE,"x15"
"simulation","unit_recodings",5,16,"x16",19,TRUE,"x16"
"simulation","unit_recodings",5,17,"x17",9,TRUE,"x17"
"simulation","unit_recodings",5,18,"x18",10,TRUE,"x18"
"simulation","unit_recodings",5,19,"x19",1,TRUE,"x19"
"simulation","unit_recodings",5,20,"x20",4,TRUE,"x20"
"simulation","unit_recodings",5,21,"x02__standardized",13,FALSE,"x02"
"simulation","unit_recodings",5,22,"x05__standardized",14,FALSE,"x05"
"simulation","unit_recodings",5,23,"x06__standardized",16,FALSE,"x06"
"simulation","complements",5,1,"x01",3,TRUE,"x01"
"simulation","complements",5,2,"x02",13,TRUE,"x02"
"simulation","complements",5,3,"x03",17,TRUE,"x03"
"simulation","complements",5,4,"x04",18,TRUE,"x04"
"simulation","complements",5,5,"x05",14,TRUE,"x05"
"simulation","complements",5,6,"x06",16,TRUE,"x06"
"simulation","complements",5,7,"x07",11,TRUE,"x07"
"simulation","complements",5,8,"x08",5,TRUE,"x08"
"simulation","complements",5,9,"x09",12,TRUE,"x09"
"simulation","complements",5,10,"x10",6,TRUE,"x10"
"simulation","complements",5,11,"x11",2,TRUE,"x11"
"simulation","complements",5,12,"x12",15,TRUE,"x12"
"simulation","complements",5,13,"x13",8,TRUE,"x13"
"simulation","complements",5,14,"x14",7,TRUE,"x14"
"simulation","complements",5,15,"x15",20,TRUE,"x15"
"simulation","complements",5,16,"x16",19,TRUE,"x16"
"simulation","complements",5,17,"x17",9,TRUE,"x17"
"simulation","complements",5,18,"x18",10,TRUE,"x18"
"simulation","complements",5,19,"x19",1,TRUE,"x19"
"simulation","complements",5,20,"x20",4,TRUE,"x20"
"simulation","complements",5,21,"x03__complement",17,FALSE,"x03"
"simulation","complements",5,22,"x07__complement",11,FALSE,"x07"
"simulation","complements",5,23,"x09__complement",12,FALSE,"x09"
"simulation","raw_log_rank",5,1,"x01",3,TRUE,"x01"
"simulation","raw_log_rank",5,2,"x02",13,TRUE,"x02"
"simulation","raw_log_rank",5,3,"x03",17,TRUE,"x03"
"simulation","raw_log_rank",5,4,"x04",18,TRUE,"x04"
"simulation","raw_log_rank",5,5,"x05",14,TRUE,"x05"
"simulation","raw_log_rank",5,6,"x06",16,TRUE,"x06"
"simulation","raw_log_rank",5,7,"x07",11,TRUE,"x07"
"simulation","raw_log_rank",5,8,"x08",5,TRUE,"x08"
"simulation","raw_log_rank",5,9,"x09",12,TRUE,"x09"
"simulation","raw_log_rank",5,10,"x10",6,TRUE,"x10"
"simulation","raw_log_rank",5,11,"x11",2,TRUE,"x11"
"simulation","raw_log_rank",5,12,"x12",15,TRUE,"x12"
"simulation","raw_log_rank",5,13,"x13",8,TRUE,"x13"
"simulation","raw_log_rank",5,14,"x14",7,TRUE,"x14"
"simulation","raw_log_rank",5,15,"x15",20,TRUE,"x15"
"simulation","raw_log_rank",5,16,"x16",19,TRUE,"x16"
"simulation","raw_log_rank",5,17,"x17",9,TRUE,"x17"
"simulation","raw_log_rank",5,18,"x18",10,TRUE,"x18"
"simulation","raw_log_rank",5,19,"x19",1,TRUE,"x19"
"simulation","raw_log_rank",5,20,"x20",4,TRUE,"x20"
"simulation","raw_log_rank",5,21,"x01__log",3,FALSE,"x01"
"simulation","raw_log_rank",5,22,"x01__rank",3,FALSE,"x01"
"simulation","raw_log_rank",5,23,"x02__log",13,FALSE,"x02"
"simulation","raw_log_rank",5,24,"x02__rank",13,FALSE,"x02"
"simulation","raw_log_rank",5,25,"x03__log",17,FALSE,"x03"
"simulation","raw_log_rank",5,26,"x03__rank",17,FALSE,"x03"
"simulation","routine_bundle",5,1,"x01",3,TRUE,"x01"
"simulation","routine_bundle",5,2,"x02",13,TRUE,"x02"
"simulation","routine_bundle",5,3,"x03",17,TRUE,"x03"
"simulation","routine_bundle",5,4,"x04",18,TRUE,"x04"
"simulation","routine_bundle",5,5,"x05",14,TRUE,"x05"
"simulation","routine_bundle",5,6,"x06",16,TRUE,"x06"
"simulation","routine_bundle",5,7,"x07",11,TRUE,"x07"
"simulation","routine_bundle",5,8,"x08",5,TRUE,"x08"
"simulation","routine_bundle",5,9,"x09",12,TRUE,"x09"
"simulation","routine_bundle",5,10,"x10",6,TRUE,"x10"
"simulation","routine_bundle",5,11,"x11",2,TRUE,"x11"
"simulation","routine_bundle",5,12,"x12",15,TRUE,"x12"
"simulation","routine_bundle",5,13,"x13",8,TRUE,"x13"
"simulation","routine_bundle",5,14,"x14",7,TRUE,"x14"
"simulation","routine_bundle",5,15,"x15",20,TRUE,"x15"
"simulation","routine_bundle",5,16,"x16",19,TRUE,"x16"
"simulation","routine_bundle",5,17,"x17",9,TRUE,"x17"
"simulation","routine_bundle",5,18,"x18",10,TRUE,"x18"
"simulation","routine_bundle",5,19,"x19",1,TRUE,"x19"
"simulation","routine_bundle",5,20,"x20",4,TRUE,"x20"
"simulation","routine_bundle",5,21,"x01__admin_alias",3,FALSE,"x01"
"simulation","routine_bundle",5,22,"x08__admin_alias",5,FALSE,"x08"
"simulation","routine_bundle",5,23,"x20__admin_alias",4,FALSE,"x20"
"simulation","routine_bundle",5,24,"x02__standardized",13,FALSE,"x02"
"simulation","routine_bundle",5,25,"x05__standardized",14,FALSE,"x05"
"simulation","routine_bundle",5,26,"x06__standardized",16,FALSE,"x06"
"simulation","routine_bundle",5,27,"x03__complement",17,FALSE,"x03"
"simulation","routine_bundle",5,28,"x07__complement",11,FALSE,"x07"
"simulation","routine_bundle",5,29,"x09__complement",12,FALSE,"x09"
"simulation","routine_bundle",5,30,"x01__log",3,FALSE,"x01"
"simulation","routine_bundle",5,31,"x01__rank",3,FALSE,"x01"
"simulation","routine_bundle",5,32,"x02__log",13,FALSE,"x02"
"simulation","routine_bundle",5,33,"x02__rank",13,FALSE,"x02"
"simulation","routine_bundle",5,34,"x03__log",17,FALSE,"x03"
"simulation","routine_bundle",5,35,"x03__rank",17,FALSE,"x03"
"simulation","canonical",6,1,"x01",2,TRUE,"x01"
"simulation","canonical",6,2,"x02",14,TRUE,"x02"
"simulation","canonical",6,3,"x03",20,TRUE,"x03"
"simulation","canonical",6,4,"x04",3,TRUE,"x04"
"simulation","canonical",6,5,"x05",12,TRUE,"x05"
"simulation","canonical",6,6,"x06",5,TRUE,"x06"
"simulation","canonical",6,7,"x07",15,TRUE,"x07"
"simulation","canonical",6,8,"x08",9,TRUE,"x08"
"simulation","canonical",6,9,"x09",4,TRUE,"x09"
"simulation","canonical",6,10,"x10",16,TRUE,"x10"
"simulation","canonical",6,11,"x11",13,TRUE,"x11"
"simulation","canonical",6,12,"x12",10,TRUE,"x12"
"simulation","canonical",6,13,"x13",8,TRUE,"x13"
"simulation","canonical",6,14,"x14",11,TRUE,"x14"
"simulation","canonical",6,15,"x15",7,TRUE,"x15"
"simulation","canonical",6,16,"x16",18,TRUE,"x16"
"simulation","canonical",6,17,"x17",6,TRUE,"x17"
"simulation","canonical",6,18,"x18",17,TRUE,"x18"
"simulation","canonical",6,19,"x19",19,TRUE,"x19"
"simulation","canonical",6,20,"x20",1,TRUE,"x20"
"simulation","administrative_aliases",6,1,"x01",2,TRUE,"x01"
"simulation","administrative_aliases",6,2,"x02",14,TRUE,"x02"
"simulation","administrative_aliases",6,3,"x03",20,TRUE,"x03"
"simulation","administrative_aliases",6,4,"x04",3,TRUE,"x04"
"simulation","administrative_aliases",6,5,"x05",12,TRUE,"x05"
"simulation","administrative_aliases",6,6,"x06",5,TRUE,"x06"
"simulation","administrative_aliases",6,7,"x07",15,TRUE,"x07"
"simulation","administrative_aliases",6,8,"x08",9,TRUE,"x08"
"simulation","administrative_aliases",6,9,"x09",4,TRUE,"x09"
"simulation","administrative_aliases",6,10,"x10",16,TRUE,"x10"
"simulation","administrative_aliases",6,11,"x11",13,TRUE,"x11"
"simulation","administrative_aliases",6,12,"x12",10,TRUE,"x12"
"simulation","administrative_aliases",6,13,"x13",8,TRUE,"x13"
"simulation","administrative_aliases",6,14,"x14",11,TRUE,"x14"
"simulation","administrative_aliases",6,15,"x15",7,TRUE,"x15"
"simulation","administrative_aliases",6,16,"x16",18,TRUE,"x16"
"simulation","administrative_aliases",6,17,"x17",6,TRUE,"x17"
"simulation","administrative_aliases",6,18,"x18",17,TRUE,"x18"
"simulation","administrative_aliases",6,19,"x19",19,TRUE,"x19"
"simulation","administrative_aliases",6,20,"x20",1,TRUE,"x20"
"simulation","administrative_aliases",6,21,"x01__admin_alias",2,FALSE,"x01"
"simulation","administrative_aliases",6,22,"x08__admin_alias",9,FALSE,"x08"
"simulation","administrative_aliases",6,23,"x20__admin_alias",1,FALSE,"x20"
"simulation","unit_recodings",6,1,"x01",2,TRUE,"x01"
"simulation","unit_recodings",6,2,"x02",14,TRUE,"x02"
"simulation","unit_recodings",6,3,"x03",20,TRUE,"x03"
"simulation","unit_recodings",6,4,"x04",3,TRUE,"x04"
"simulation","unit_recodings",6,5,"x05",12,TRUE,"x05"
"simulation","unit_recodings",6,6,"x06",5,TRUE,"x06"
"simulation","unit_recodings",6,7,"x07",15,TRUE,"x07"
"simulation","unit_recodings",6,8,"x08",9,TRUE,"x08"
"simulation","unit_recodings",6,9,"x09",4,TRUE,"x09"
"simulation","unit_recodings",6,10,"x10",16,TRUE,"x10"
"simulation","unit_recodings",6,11,"x11",13,TRUE,"x11"
"simulation","unit_recodings",6,12,"x12",10,TRUE,"x12"
"simulation","unit_recodings",6,13,"x13",8,TRUE,"x13"
"simulation","unit_recodings",6,14,"x14",11,TRUE,"x14"
"simulation","unit_recodings",6,15,"x15",7,TRUE,"x15"
"simulation","unit_recodings",6,16,"x16",18,TRUE,"x16"
"simulation","unit_recodings",6,17,"x17",6,TRUE,"x17"
"simulation","unit_recodings",6,18,"x18",17,TRUE,"x18"
"simulation","unit_recodings",6,19,"x19",19,TRUE,"x19"
"simulation","unit_recodings",6,20,"x20",1,TRUE,"x20"
"simulation","unit_recodings",6,21,"x02__standardized",14,FALSE,"x02"
"simulation","unit_recodings",6,22,"x05__standardized",12,FALSE,"x05"
"simulation","unit_recodings",6,23,"x06__standardized",5,FALSE,"x06"
"simulation","complements",6,1,"x01",2,TRUE,"x01"
"simulation","complements",6,2,"x02",14,TRUE,"x02"
"simulation","complements",6,3,"x03",20,TRUE,"x03"
"simulation","complements",6,4,"x04",3,TRUE,"x04"
"simulation","complements",6,5,"x05",12,TRUE,"x05"
"simulation","complements",6,6,"x06",5,TRUE,"x06"
"simulation","complements",6,7,"x07",15,TRUE,"x07"
"simulation","complements",6,8,"x08",9,TRUE,"x08"
"simulation","complements",6,9,"x09",4,TRUE,"x09"
"simulation","complements",6,10,"x10",16,TRUE,"x10"
"simulation","complements",6,11,"x11",13,TRUE,"x11"
"simulation","complements",6,12,"x12",10,TRUE,"x12"
"simulation","complements",6,13,"x13",8,TRUE,"x13"
"simulation","complements",6,14,"x14",11,TRUE,"x14"
"simulation","complements",6,15,"x15",7,TRUE,"x15"
"simulation","complements",6,16,"x16",18,TRUE,"x16"
"simulation","complements",6,17,"x17",6,TRUE,"x17"
"simulation","complements",6,18,"x18",17,TRUE,"x18"
"simulation","complements",6,19,"x19",19,TRUE,"x19"
"simulation","complements",6,20,"x20",1,TRUE,"x20"
"simulation","complements",6,21,"x03__complement",20,FALSE,"x03"
"simulation","complements",6,22,"x07__complement",15,FALSE,"x07"
"simulation","complements",6,23,"x09__complement",4,FALSE,"x09"
"simulation","raw_log_rank",6,1,"x01",2,TRUE,"x01"
"simulation","raw_log_rank",6,2,"x02",14,TRUE,"x02"
"simulation","raw_log_rank",6,3,"x03",20,TRUE,"x03"
"simulation","raw_log_rank",6,4,"x04",3,TRUE,"x04"
"simulation","raw_log_rank",6,5,"x05",12,TRUE,"x05"
"simulation","raw_log_rank",6,6,"x06",5,TRUE,"x06"
"simulation","raw_log_rank",6,7,"x07",15,TRUE,"x07"
"simulation","raw_log_rank",6,8,"x08",9,TRUE,"x08"
"simulation","raw_log_rank",6,9,"x09",4,TRUE,"x09"
"simulation","raw_log_rank",6,10,"x10",16,TRUE,"x10"
"simulation","raw_log_rank",6,11,"x11",13,TRUE,"x11"
"simulation","raw_log_rank",6,12,"x12",10,TRUE,"x12"
"simulation","raw_log_rank",6,13,"x13",8,TRUE,"x13"
"simulation","raw_log_rank",6,14,"x14",11,TRUE,"x14"
"simulation","raw_log_rank",6,15,"x15",7,TRUE,"x15"
"simulation","raw_log_rank",6,16,"x16",18,TRUE,"x16"
"simulation","raw_log_rank",6,17,"x17",6,TRUE,"x17"
"simulation","raw_log_rank",6,18,"x18",17,TRUE,"x18"
"simulation","raw_log_rank",6,19,"x19",19,TRUE,"x19"
"simulation","raw_log_rank",6,20,"x20",1,TRUE,"x20"
"simulation","raw_log_rank",6,21,"x01__log",2,FALSE,"x01"
"simulation","raw_log_rank",6,22,"x01__rank",2,FALSE,"x01"
"simulation","raw_log_rank",6,23,"x02__log",14,FALSE,"x02"
"simulation","raw_log_rank",6,24,"x02__rank",14,FALSE,"x02"
"simulation","raw_log_rank",6,25,"x03__log",20,FALSE,"x03"
"simulation","raw_log_rank",6,26,"x03__rank",20,FALSE,"x03"
"simulation","routine_bundle",6,1,"x01",2,TRUE,"x01"
"simulation","routine_bundle",6,2,"x02",14,TRUE,"x02"
"simulation","routine_bundle",6,3,"x03",20,TRUE,"x03"
"simulation","routine_bundle",6,4,"x04",3,TRUE,"x04"
"simulation","routine_bundle",6,5,"x05",12,TRUE,"x05"
"simulation","routine_bundle",6,6,"x06",5,TRUE,"x06"
"simulation","routine_bundle",6,7,"x07",15,TRUE,"x07"
"simulation","routine_bundle",6,8,"x08",9,TRUE,"x08"
"simulation","routine_bundle",6,9,"x09",4,TRUE,"x09"
"simulation","routine_bundle",6,10,"x10",16,TRUE,"x10"
"simulation","routine_bundle",6,11,"x11",13,TRUE,"x11"
"simulation","routine_bundle",6,12,"x12",10,TRUE,"x12"
"simulation","routine_bundle",6,13,"x13",8,TRUE,"x13"
"simulation","routine_bundle",6,14,"x14",11,TRUE,"x14"
"simulation","routine_bundle",6,15,"x15",7,TRUE,"x15"
"simulation","routine_bundle",6,16,"x16",18,TRUE,"x16"
"simulation","routine_bundle",6,17,"x17",6,TRUE,"x17"
"simulation","routine_bundle",6,18,"x18",17,TRUE,"x18"
"simulation","routine_bundle",6,19,"x19",19,TRUE,"x19"
"simulation","routine_bundle",6,20,"x20",1,TRUE,"x20"
"simulation","routine_bundle",6,21,"x01__admin_alias",2,FALSE,"x01"
"simulation","routine_bundle",6,22,"x08__admin_alias",9,FALSE,"x08"
"simulation","routine_bundle",6,23,"x20__admin_alias",1,FALSE,"x20"
"simulation","routine_bundle",6,24,"x02__standardized",14,FALSE,"x02"
"simulation","routine_bundle",6,25,"x05__standardized",12,FALSE,"x05"
"simulation","routine_bundle",6,26,"x06__standardized",5,FALSE,"x06"
"simulation","routine_bundle",6,27,"x03__complement",20,FALSE,"x03"
"simulation","routine_bundle",6,28,"x07__complement",15,FALSE,"x07"
"simulation","routine_bundle",6,29,"x09__complement",4,FALSE,"x09"
"simulation","routine_bundle",6,30,"x01__log",2,FALSE,"x01"
"simulation","routine_bundle",6,31,"x01__rank",2,FALSE,"x01"
"simulation","routine_bundle",6,32,"x02__log",14,FALSE,"x02"
"simulation","routine_bundle",6,33,"x02__rank",14,FALSE,"x02"
"simulation","routine_bundle",6,34,"x03__log",20,FALSE,"x03"
"simulation","routine_bundle",6,35,"x03__rank",20,FALSE,"x03"
"simulation","canonical",7,1,"x01",16,TRUE,"x01"
"simulation","canonical",7,2,"x02",8,TRUE,"x02"
"simulation","canonical",7,3,"x03",10,TRUE,"x03"
"simulation","canonical",7,4,"x04",3,TRUE,"x04"
"simulation","canonical",7,5,"x05",12,TRUE,"x05"
"simulation","canonical",7,6,"x06",2,TRUE,"x06"
"simulation","canonical",7,7,"x07",15,TRUE,"x07"
"simulation","canonical",7,8,"x08",5,TRUE,"x08"
"simulation","canonical",7,9,"x09",18,TRUE,"x09"
"simulation","canonical",7,10,"x10",9,TRUE,"x10"
"simulation","canonical",7,11,"x11",19,TRUE,"x11"
"simulation","canonical",7,12,"x12",11,TRUE,"x12"
"simulation","canonical",7,13,"x13",13,TRUE,"x13"
"simulation","canonical",7,14,"x14",17,TRUE,"x14"
"simulation","canonical",7,15,"x15",20,TRUE,"x15"
"simulation","canonical",7,16,"x16",14,TRUE,"x16"
"simulation","canonical",7,17,"x17",4,TRUE,"x17"
"simulation","canonical",7,18,"x18",6,TRUE,"x18"
"simulation","canonical",7,19,"x19",7,TRUE,"x19"
"simulation","canonical",7,20,"x20",1,TRUE,"x20"
"simulation","administrative_aliases",7,1,"x01",16,TRUE,"x01"
"simulation","administrative_aliases",7,2,"x02",8,TRUE,"x02"
"simulation","administrative_aliases",7,3,"x03",10,TRUE,"x03"
"simulation","administrative_aliases",7,4,"x04",3,TRUE,"x04"
