"sample","scenario","seed","raw_column","raw_name","class_id","representative","representative_name"
"simulation","administrative_aliases",7,5,"x05",12,TRUE,"x05"
"simulation","administrative_aliases",7,6,"x06",2,TRUE,"x06"
"simulation","administrative_aliases",7,7,"x07",15,TRUE,"x07"
"simulation","administrative_aliases",7,8,"x08",5,TRUE,"x08"
"simulation","administrative_aliases",7,9,"x09",18,TRUE,"x09"
"simulation","administrative_aliases",7,10,"x10",9,TRUE,"x10"
"simulation","administrative_aliases",7,11,"x11",19,TRUE,"x11"
"simulation","administrative_aliases",7,12,"x12",11,TRUE,"x12"
"simulation","administrative_aliases",7,13,"x13",13,TRUE,"x13"
"simulation","administrative_aliases",7,14,"x14",17,TRUE,"x14"
"simulation","administrative_aliases",7,15,"x15",20,TRUE,"x15"
"simulation","administrative_aliases",7,16,"x16",14,TRUE,"x16"
"simulation","administrative_aliases",7,17,"x17",4,TRUE,"x17"
"simulation","administrative_aliases",7,18,"x18",6,TRUE,"x18"
"simulation","administrative_aliases",7,19,"x19",7,TRUE,"x19"
"simulation","administrative_aliases",7,20,"x20",1,TRUE,"x20"
"simulation","administrative_aliases",7,21,"x01__admin_alias",16,FALSE,"x01"
"simulation","administrative_aliases",7,22,"x08__admin_alias",5,FALSE,"x08"
"simulation","administrative_aliases",7,23,"x20__admin_alias",1,FALSE,"x20"
"simulation","unit_recodings",7,1,"x01",16,TRUE,"x01"
"simulation","unit_recodings",7,2,"x02",8,TRUE,"x02"
"simulation","unit_recodings",7,3,"x03",10,TRUE,"x03"
"simulation","unit_recodings",7,4,"x04",3,TRUE,"x04"
"simulation","unit_recodings",7,5,"x05",12,TRUE,"x05"
"simulation","unit_recodings",7,6,"x06",2,TRUE,"x06"
"simulation","unit_recodings",7,7,"x07",15,TRUE,"x07"
"simulation","unit_recodings",7,8,"x08",5,TRUE,"x08"
"simulation","unit_recodings",7,9,"x09",18,TRUE,"x09"
"simulation","unit_recodings",7,10,"x10",9,TRUE,"x10"
"simulation","unit_recodings",7,11,"x11",19,TRUE,"x11"
"simulation","unit_recodings",7,12,"x12",11,TRUE,"x12"
"simulation","unit_recodings",7,13,"x13",13,TRUE,"x13"
"simulation","unit_recodings",7,14,"x14",17,TRUE,"x14"
"simulation","unit_recodings",7,15,"x15",20,TRUE,"x15"
"simulation","unit_recodings",7,16,"x16",14,TRUE,"x16"
"simulation","unit_recodings",7,17,"x17",4,TRUE,"x17"
"simulation","unit_recodings",7,18,"x18",6,TRUE,"x18"
"simulation","unit_recodings",7,19,"x19",7,TRUE,"x19"
"simulation","unit_recodings",7,20,"x20",1,TRUE,"x20"
"simulation","unit_recodings",7,21,"x02__standardized",8,FALSE,"x02"
"simulation","unit_recodings",7,22,"x05__standardized",12,FALSE,"x05"
"simulation","unit_recodings",7,23,"x06__standardized",2,FALSE,"x06"
"simulation","complements",7,1,"x01",16,TRUE,"x01"
"simulation","complements",7,2,"x02",8,TRUE,"x02"
"simulation","complements",7,3,"x03",10,TRUE,"x03"
"simulation","complements",7,4,"x04",3,TRUE,"x04"
"simulation","complements",7,5,"x05",12,TRUE,"x05"
"simulation","complements",7,6,"x06",2,TRUE,"x06"
"simulation","complements",7,7,"x07",15,TRUE,"x07"
"simulation","complements",7,8,"x08",5,TRUE,"x08"
"simulation","complements",7,9,"x09",18,TRUE,"x09"
"simulation","complements",7,10,"x10",9,TRUE,"x10"
"simulation","complements",7,11,"x11",19,TRUE,"x11"
"simulation","complements",7,12,"x12",11,TRUE,"x12"
"simulation","complements",7,13,"x13",13,TRUE,"x13"
"simulation","complements",7,14,"x14",17,TRUE,"x14"
"simulation","complements",7,15,"x15",20,TRUE,"x15"
"simulation","complements",7,16,"x16",14,TRUE,"x16"
"simulation","complements",7,17,"x17",4,TRUE,"x17"
"simulation","complements",7,18,"x18",6,TRUE,"x18"
"simulation","complements",7,19,"x19",7,TRUE,"x19"
"simulation","complements",7,20,"x20",1,TRUE,"x20"
"simulation","complements",7,21,"x03__complement",10,FALSE,"x03"
"simulation","complements",7,22,"x07__complement",15,FALSE,"x07"
"simulation","complements",7,23,"x09__complement",18,FALSE,"x09"
"simulation","raw_log_rank",7,1,"x01",16,TRUE,"x01"
"simulation","raw_log_rank",7,2,"x02",8,TRUE,"x02"
"simulation","raw_log_rank",7,3,"x03",10,TRUE,"x03"
"simulation","raw_log_rank",7,4,"x04",3,TRUE,"x04"
"simulation","raw_log_rank",7,5,"x05",12,TRUE,"x05"
"simulation","raw_log_rank",7,6,"x06",2,TRUE,"x06"
"simulation","raw_log_rank",7,7,"x07",15,TRUE,"x07"
"simulation","raw_log_rank",7,8,"x08",5,TRUE,"x08"
"simulation","raw_log_rank",7,9,"x09",18,TRUE,"x09"
"simulation","raw_log_rank",7,10,"x10",9,TRUE,"x10"
"simulation","raw_log_rank",7,11,"x11",19,TRUE,"x11"
"simulation","raw_log_rank",7,12,"x12",11,TRUE,"x12"
"simulation","raw_log_rank",7,13,"x13",13,TRUE,"x13"
"simulation","raw_log_rank",7,14,"x14",17,TRUE,"x14"
"simulation","raw_log_rank",7,15,"x15",20,TRUE,"x15"
"simulation","raw_log_rank",7,16,"x16",14,TRUE,"x16"
"simulation","raw_log_rank",7,17,"x17",4,TRUE,"x17"
"simulation","raw_log_rank",7,18,"x18",6,TRUE,"x18"
"simulation","raw_log_rank",7,19,"x19",7,TRUE,"x19"
"simulation","raw_log_rank",7,20,"x20",1,TRUE,"x20"
"simulation","raw_log_rank",7,21,"x01__log",16,FALSE,"x01"
"simulation","raw_log_rank",7,22,"x01__rank",16,FALSE,"x01"
"simulation","raw_log_rank",7,23,"x02__log",8,FALSE,"x02"
"simulation","raw_log_rank",7,24,"x02__rank",8,FALSE,"x02"
"simulation","raw_log_rank",7,25,"x03__log",10,FALSE,"x03"
"simulation","raw_log_rank",7,26,"x03__rank",10,FALSE,"x03"
"simulation","routine_bundle",7,1,"x01",16,TRUE,"x01"
"simulation","routine_bundle",7,2,"x02",8,TRUE,"x02"
"simulation","routine_bundle",7,3,"x03",10,TRUE,"x03"
"simulation","routine_bundle",7,4,"x04",3,TRUE,"x04"
"simulation","routine_bundle",7,5,"x05",12,TRUE,"x05"
"simulation","routine_bundle",7,6,"x06",2,TRUE,"x06"
"simulation","routine_bundle",7,7,"x07",15,TRUE,"x07"
"simulation","routine_bundle",7,8,"x08",5,TRUE,"x08"
"simulation","routine_bundle",7,9,"x09",18,TRUE,"x09"
"simulation","routine_bundle",7,10,"x10",9,TRUE,"x10"
"simulation","routine_bundle",7,11,"x11",19,TRUE,"x11"
"simulation","routine_bundle",7,12,"x12",11,TRUE,"x12"
"simulation","routine_bundle",7,13,"x13",13,TRUE,"x13"
"simulation","routine_bundle",7,14,"x14",17,TRUE,"x14"
"simulation","routine_bundle",7,15,"x15",20,TRUE,"x15"
"simulation","routine_bundle",7,16,"x16",14,TRUE,"x16"
"simulation","routine_bundle",7,17,"x17",4,TRUE,"x17"
"simulation","routine_bundle",7,18,"x18",6,TRUE,"x18"
"simulation","routine_bundle",7,19,"x19",7,TRUE,"x19"
"simulation","routine_bundle",7,20,"x20",1,TRUE,"x20"
"simulation","routine_bundle",7,21,"x01__admin_alias",16,FALSE,"x01"
"simulation","routine_bundle",7,22,"x08__admin_alias",5,FALSE,"x08"
"simulation","routine_bundle",7,23,"x20__admin_alias",1,FALSE,"x20"
"simulation","routine_bundle",7,24,"x02__standardized",8,FALSE,"x02"
"simulation","routine_bundle",7,25,"x05__standardized",12,FALSE,"x05"
"simulation","routine_bundle",7,26,"x06__standardized",2,FALSE,"x06"
"simulation","routine_bundle",7,27,"x03__complement",10,FALSE,"x03"
"simulation","routine_bundle",7,28,"x07__complement",15,FALSE,"x07"
"simulation","routine_bundle",7,29,"x09__complement",18,FALSE,"x09"
"simulation","routine_bundle",7,30,"x01__log",16,FALSE,"x01"
"simulation","routine_bundle",7,31,"x01__rank",16,FALSE,"x01"
"simulation","routine_bundle",7,32,"x02__log",8,FALSE,"x02"
"simulation","routine_bundle",7,33,"x02__rank",8,FALSE,"x02"
"simulation","routine_bundle",7,34,"x03__log",10,FALSE,"x03"
"simulation","routine_bundle",7,35,"x03__rank",10,FALSE,"x03"
"simulation","canonical",8,1,"x01",18,TRUE,"x01"
"simulation","canonical",8,2,"x02",5,TRUE,"x02"
"simulation","canonical",8,3,"x03",10,TRUE,"x03"
"simulation","canonical",8,4,"x04",13,TRUE,"x04"
"simulation","canonical",8,5,"x05",19,TRUE,"x05"
"simulation","canonical",8,6,"x06",16,TRUE,"x06"
"simulation","canonical",8,7,"x07",8,TRUE,"x07"
"simulation","canonical",8,8,"x08",17,TRUE,"x08"
"simulation","canonical",8,9,"x09",9,TRUE,"x09"
"simulation","canonical",8,10,"x10",7,TRUE,"x10"
"simulation","canonical",8,11,"x11",6,TRUE,"x11"
"simulation","canonical",8,12,"x12",11,TRUE,"x12"
"simulation","canonical",8,13,"x13",2,TRUE,"x13"
"simulation","canonical",8,14,"x14",20,TRUE,"x14"
"simulation","canonical",8,15,"x15",12,TRUE,"x15"
"simulation","canonical",8,16,"x16",4,TRUE,"x16"
"simulation","canonical",8,17,"x17",15,TRUE,"x17"
"simulation","canonical",8,18,"x18",14,TRUE,"x18"
"simulation","canonical",8,19,"x19",1,TRUE,"x19"
"simulation","canonical",8,20,"x20",3,TRUE,"x20"
"simulation","administrative_aliases",8,1,"x01",18,TRUE,"x01"
"simulation","administrative_aliases",8,2,"x02",5,TRUE,"x02"
"simulation","administrative_aliases",8,3,"x03",10,TRUE,"x03"
"simulation","administrative_aliases",8,4,"x04",13,TRUE,"x04"
"simulation","administrative_aliases",8,5,"x05",19,TRUE,"x05"
"simulation","administrative_aliases",8,6,"x06",16,TRUE,"x06"
"simulation","administrative_aliases",8,7,"x07",8,TRUE,"x07"
"simulation","administrative_aliases",8,8,"x08",17,TRUE,"x08"
"simulation","administrative_aliases",8,9,"x09",9,TRUE,"x09"
"simulation","administrative_aliases",8,10,"x10",7,TRUE,"x10"
"simulation","administrative_aliases",8,11,"x11",6,TRUE,"x11"
"simulation","administrative_aliases",8,12,"x12",11,TRUE,"x12"
"simulation","administrative_aliases",8,13,"x13",2,TRUE,"x13"
"simulation","administrative_aliases",8,14,"x14",20,TRUE,"x14"
"simulation","administrative_aliases",8,15,"x15",12,TRUE,"x15"
"simulation","administrative_aliases",8,16,"x16",4,TRUE,"x16"
"simulation","administrative_aliases",8,17,"x17",15,TRUE,"x17"
"simulation","administrative_aliases",8,18,"x18",14,TRUE,"x18"
"simulation","administrative_aliases",8,19,"x19",1,TRUE,"x19"
"simulation","administrative_aliases",8,20,"x20",3,TRUE,"x20"
"simulation","administrative_aliases",8,21,"x01__admin_alias",18,FALSE,"x01"
"simulation","administrative_aliases",8,22,"x08__admin_alias",17,FALSE,"x08"
"simulation","administrative_aliases",8,23,"x20__admin_alias",3,FALSE,"x20"
"simulation","unit_recodings",8,1,"x01",18,TRUE,"x01"
"simulation","unit_recodings",8,2,"x02",5,TRUE,"x02"
"simulation","unit_recodings",8,3,"x03",10,TRUE,"x03"
"simulation","unit_recodings",8,4,"x04",13,TRUE,"x04"
"simulation","unit_recodings",8,5,"x05",19,TRUE,"x05"
"simulation","unit_recodings",8,6,"x06",16,TRUE,"x06"
"simulation","unit_recodings",8,7,"x07",8,TRUE,"x07"
"simulation","unit_recodings",8,8,"x08",17,TRUE,"x08"
"simulation","unit_recodings",8,9,"x09",9,TRUE,"x09"
"simulation","unit_recodings",8,10,"x10",7,TRUE,"x10"
"simulation","unit_recodings",8,11,"x11",6,TRUE,"x11"
"simulation","unit_recodings",8,12,"x12",11,TRUE,"x12"
"simulation","unit_recodings",8,13,"x13",2,TRUE,"x13"
"simulation","unit_recodings",8,14,"x14",20,TRUE,"x14"
"simulation","unit_recodings",8,15,"x15",12,TRUE,"x15"
"simulation","unit_recodings",8,16,"x16",4,TRUE,"x16"
"simulation","unit_recodings",8,17,"x17",15,TRUE,"x17"
"simulation","unit_recodings",8,18,"x18",14,TRUE,"x18"
"simulation","unit_recodings",8,19,"x19",1,TRUE,"x19"
"simulation","unit_recodings",8,20,"x20",3,TRUE,"x20"
"simulation","unit_recodings",8,21,"x02__standardized",5,FALSE,"x02"
"simulation","unit_recodings",8,22,"x05__standardized",19,FALSE,"x05"
"simulation","unit_recodings",8,23,"x06__standardized",16,FALSE,"x06"
"simulation","complements",8,1,"x01",18,TRUE,"x01"
"simulation","complements",8,2,"x02",5,TRUE,"x02"
"simulation","complements",8,3,"x03",10,TRUE,"x03"
"simulation","complements",8,4,"x04",13,TRUE,"x04"
"simulation","complements",8,5,"x05",19,TRUE,"x05"
"simulation","complements",8,6,"x06",16,TRUE,"x06"
"simulation","complements",8,7,"x07",8,TRUE,"x07"
"simulation","complements",8,8,"x08",17,TRUE,"x08"
"simulation","complements",8,9,"x09",9,TRUE,"x09"
"simulation","complements",8,10,"x10",7,TRUE,"x10"
"simulation","complements",8,11,"x11",6,TRUE,"x11"
"simulation","complements",8,12,"x12",11,TRUE,"x12"
"simulation","complements",8,13,"x13",2,TRUE,"x13"
"simulation","complements",8,14,"x14",20,TRUE,"x14"
"simulation","complements",8,15,"x15",12,TRUE,"x15"
"simulation","complements",8,16,"x16",4,TRUE,"x16"
"simulation","complements",8,17,"x17",15,TRUE,"x17"
"simulation","complements",8,18,"x18",14,TRUE,"x18"
"simulation","complements",8,19,"x19",1,TRUE,"x19"
"simulation","complements",8,20,"x20",3,TRUE,"x20"
"simulation","complements",8,21,"x03__complement",10,FALSE,"x03"
"simulation","complements",8,22,"x07__complement",8,FALSE,"x07"
"simulation","complements",8,23,"x09__complement",9,FALSE,"x09"
"simulation","raw_log_rank",8,1,"x01",18,TRUE,"x01"
"simulation","raw_log_rank",8,2,"x02",5,TRUE,"x02"
"simulation","raw_log_rank",8,3,"x03",10,TRUE,"x03"
"simulation","raw_log_rank",8,4,"x04",13,TRUE,"x04"
"simulation","raw_log_rank",8,5,"x05",19,TRUE,"x05"
"simulation","raw_log_rank",8,6,"x06",16,TRUE,"x06"
"simulation","raw_log_rank",8,7,"x07",8,TRUE,"x07"
"simulation","raw_log_rank",8,8,"x08",17,TRUE,"x08"
"simulation","raw_log_rank",8,9,"x09",9,TRUE,"x09"
"simulation","raw_log_rank",8,10,"x10",7,TRUE,"x10"
"simulation","raw_log_rank",8,11,"x11",6,TRUE,"x11"
"simulation","raw_log_rank",8,12,"x12",11,TRUE,"x12"
"simulation","raw_log_rank",8,13,"x13",2,TRUE,"x13"
"simulation","raw_log_rank",8,14,"x14",20,TRUE,"x14"
"simulation","raw_log_rank",8,15,"x15",12,TRUE,"x15"
"simulation","raw_log_rank",8,16,"x16",4,TRUE,"x16"
"simulation","raw_log_rank",8,17,"x17",15,TRUE,"x17"
"simulation","raw_log_rank",8,18,"x18",14,TRUE,"x18"
"simulation","raw_log_rank",8,19,"x19",1,TRUE,"x19"
"simulation","raw_log_rank",8,20,"x20",3,TRUE,"x20"
"simulation","raw_log_rank",8,21,"x01__log",18,FALSE,"x01"
"simulation","raw_log_rank",8,22,"x01__rank",18,FALSE,"x01"
"simulation","raw_log_rank",8,23,"x02__log",5,FALSE,"x02"
"simulation","raw_log_rank",8,24,"x02__rank",5,FALSE,"x02"
"simulation","raw_log_rank",8,25,"x03__log",10,FALSE,"x03"
"simulation","raw_log_rank",8,26,"x03__rank",10,FALSE,"x03"
"simulation","routine_bundle",8,1,"x01",18,TRUE,"x01"
"simulation","routine_bundle",8,2,"x02",5,TRUE,"x02"
"simulation","routine_bundle",8,3,"x03",10,TRUE,"x03"
"simulation","routine_bundle",8,4,"x04",13,TRUE,"x04"
"simulation","routine_bundle",8,5,"x05",19,TRUE,"x05"
"simulation","routine_bundle",8,6,"x06",16,TRUE,"x06"
"simulation","routine_bundle",8,7,"x07",8,TRUE,"x07"
"simulation","routine_bundle",8,8,"x08",17,TRUE,"x08"
"simulation","routine_bundle",8,9,"x09",9,TRUE,"x09"
"simulation","routine_bundle",8,10,"x10",7,TRUE,"x10"
"simulation","routine_bundle",8,11,"x11",6,TRUE,"x11"
"simulation","routine_bundle",8,12,"x12",11,TRUE,"x12"
"simulation","routine_bundle",8,13,"x13",2,TRUE,"x13"
"simulation","routine_bundle",8,14,"x14",20,TRUE,"x14"
"simulation","routine_bundle",8,15,"x15",12,TRUE,"x15"
"simulation","routine_bundle",8,16,"x16",4,TRUE,"x16"
"simulation","routine_bundle",8,17,"x17",15,TRUE,"x17"
"simulation","routine_bundle",8,18,"x18",14,TRUE,"x18"
"simulation","routine_bundle",8,19,"x19",1,TRUE,"x19"
"simulation","routine_bundle",8,20,"x20",3,TRUE,"x20"
"simulation","routine_bundle",8,21,"x01__admin_alias",18,FALSE,"x01"
"simulation","routine_bundle",8,22,"x08__admin_alias",17,FALSE,"x08"
"simulation","routine_bundle",8,23,"x20__admin_alias",3,FALSE,"x20"
"simulation","routine_bundle",8,24,"x02__standardized",5,FALSE,"x02"
"simulation","routine_bundle",8,25,"x05__standardized",19,FALSE,"x05"
"simulation","routine_bundle",8,26,"x06__standardized",16,FALSE,"x06"
"simulation","routine_bundle",8,27,"x03__complement",10,FALSE,"x03"
"simulation","routine_bundle",8,28,"x07__complement",8,FALSE,"x07"
"simulation","routine_bundle",8,29,"x09__complement",9,FALSE,"x09"
"simulation","routine_bundle",8,30,"x01__log",18,FALSE,"x01"
"simulation","routine_bundle",8,31,"x01__rank",18,FALSE,"x01"
"simulation","routine_bundle",8,32,"x02__log",5,FALSE,"x02"
"simulation","routine_bundle",8,33,"x02__rank",5,FALSE,"x02"
"simulation","routine_bundle",8,34,"x03__log",10,FALSE,"x03"
"simulation","routine_bundle",8,35,"x03__rank",10,FALSE,"x03"
"simulation","canonical",9,1,"x01",15,TRUE,"x01"
"simulation","canonical",9,2,"x02",6,TRUE,"x02"
"simulation","canonical",9,3,"x03",18,TRUE,"x03"
"simulation","canonical",9,4,"x04",13,TRUE,"x04"
"simulation","canonical",9,5,"x05",14,TRUE,"x05"
"simulation","canonical",9,6,"x06",16,TRUE,"x06"
"simulation","canonical",9,7,"x07",17,TRUE,"x07"
"simulation","canonical",9,8,"x08",4,TRUE,"x08"
"simulation","canonical",9,9,"x09",5,TRUE,"x09"
"simulation","canonical",9,10,"x10",12,TRUE,"x10"
"simulation","canonical",9,11,"x11",7,TRUE,"x11"
"simulation","canonical",9,12,"x12",9,TRUE,"x12"
"simulation","canonical",9,13,"x13",20,TRUE,"x13"
"simulation","canonical",9,14,"x14",1,TRUE,"x14"
"simulation","canonical",9,15,"x15",8,TRUE,"x15"
"simulation","canonical",9,16,"x16",19,TRUE,"x16"
"simulation","canonical",9,17,"x17",11,TRUE,"x17"
"simulation","canonical",9,18,"x18",3,TRUE,"x18"
"simulation","canonical",9,19,"x19",10,TRUE,"x19"
"simulation","canonical",9,20,"x20",2,TRUE,"x20"
"simulation","administrative_aliases",9,1,"x01",15,TRUE,"x01"
"simulation","administrative_aliases",9,2,"x02",6,TRUE,"x02"
"simulation","administrative_aliases",9,3,"x03",18,TRUE,"x03"
"simulation","administrative_aliases",9,4,"x04",13,TRUE,"x04"
"simulation","administrative_aliases",9,5,"x05",14,TRUE,"x05"
"simulation","administrative_aliases",9,6,"x06",16,TRUE,"x06"
"simulation","administrative_aliases",9,7,"x07",17,TRUE,"x07"
"simulation","administrative_aliases",9,8,"x08",4,TRUE,"x08"
"simulation","administrative_aliases",9,9,"x09",5,TRUE,"x09"
"simulation","administrative_aliases",9,10,"x10",12,TRUE,"x10"
"simulation","administrative_aliases",9,11,"x11",7,TRUE,"x11"
"simulation","administrative_aliases",9,12,"x12",9,TRUE,"x12"
"simulation","administrative_aliases",9,13,"x13",20,TRUE,"x13"
"simulation","administrative_aliases",9,14,"x14",1,TRUE,"x14"
"simulation","administrative_aliases",9,15,"x15",8,TRUE,"x15"
"simulation","administrative_aliases",9,16,"x16",19,TRUE,"x16"
"simulation","administrative_aliases",9,17,"x17",11,TRUE,"x17"
"simulation","administrative_aliases",9,18,"x18",3,TRUE,"x18"
"simulation","administrative_aliases",9,19,"x19",10,TRUE,"x19"
"simulation","administrative_aliases",9,20,"x20",2,TRUE,"x20"
"simulation","administrative_aliases",9,21,"x01__admin_alias",15,FALSE,"x01"
"simulation","administrative_aliases",9,22,"x08__admin_alias",4,FALSE,"x08"
"simulation","administrative_aliases",9,23,"x20__admin_alias",2,FALSE,"x20"
"simulation","unit_recodings",9,1,"x01",15,TRUE,"x01"
"simulation","unit_recodings",9,2,"x02",6,TRUE,"x02"
"simulation","unit_recodings",9,3,"x03",18,TRUE,"x03"
"simulation","unit_recodings",9,4,"x04",13,TRUE,"x04"
"simulation","unit_recodings",9,5,"x05",14,TRUE,"x05"
"simulation","unit_recodings",9,6,"x06",16,TRUE,"x06"
"simulation","unit_recodings",9,7,"x07",17,TRUE,"x07"
"simulation","unit_recodings",9,8,"x08",4,TRUE,"x08"
"simulation","unit_recodings",9,9,"x09",5,TRUE,"x09"
"simulation","unit_recodings",9,10,"x10",12,TRUE,"x10"
"simulation","unit_recodings",9,11,"x11",7,TRUE,"x11"
"simulation","unit_recodings",9,12,"x12",9,TRUE,"x12"
"simulation","unit_recodings",9,13,"x13",20,TRUE,"x13"
"simulation","unit_recodings",9,14,"x14",1,TRUE,"x14"
"simulation","unit_recodings",9,15,"x15",8,TRUE,"x15"
"simulation","unit_recodings",9,16,"x16",19,TRUE,"x16"
"simulation","unit_recodings",9,17,"x17",11,TRUE,"x17"
"simulation","unit_recodings",9,18,"x18",3,TRUE,"x18"
"simulation","unit_recodings",9,19,"x19",10,TRUE,"x19"
"simulation","unit_recodings",9,20,"x20",2,TRUE,"x20"
"simulation","unit_recodings",9,21,"x02__standardized",6,FALSE,"x02"
"simulation","unit_recodings",9,22,"x05__standardized",14,FALSE,"x05"
"simulation","unit_recodings",9,23,"x06__standardized",16,FALSE,"x06"
"simulation","complements",9,1,"x01",15,TRUE,"x01"
"simulation","complements",9,2,"x02",6,TRUE,"x02"
"simulation","complements",9,3,"x03",18,TRUE,"x03"
"simulation","complements",9,4,"x04",13,TRUE,"x04"
"simulation","complements",9,5,"x05",14,TRUE,"x05"
"simulation","complements",9,6,"x06",16,TRUE,"x06"
"simulation","complements",9,7,"x07",17,TRUE,"x07"
"simulation","complements",9,8,"x08",4,TRUE,"x08"
"simulation","complements",9,9,"x09",5,TRUE,"x09"
"simulation","complements",9,10,"x10",12,TRUE,"x10"
"simulation","complements",9,11,"x11",7,TRUE,"x11"
"simulation","complements",9,12,"x12",9,TRUE,"x12"
"simulation","complements",9,13,"x13",20,TRUE,"x13"
"simulation","complements",9,14,"x14",1,TRUE,"x14"
"simulation","complements",9,15,"x15",8,TRUE,"x15"
"simulation","complements",9,16,"x16",19,TRUE,"x16"
"simulation","complements",9,17,"x17",11,TRUE,"x17"
"simulation","complements",9,18,"x18",3,TRUE,"x18"
"simulation","complements",9,19,"x19",10,TRUE,"x19"
"simulation","complements",9,20,"x20",2,TRUE,"x20"
"simulation","complements",9,21,"x03__complement",18,FALSE,"x03"
"simulation","complements",9,22,"x07__complement",17,FALSE,"x07"
"simulation","complements",9,23,"x09__complement",5,FALSE,"x09"
"simulation","raw_log_rank",9,1,"x01",15,TRUE,"x01"
"simulation","raw_log_rank",9,2,"x02",6,TRUE,"x02"
"simulation","raw_log_rank",9,3,"x03",18,TRUE,"x03"
"simulation","raw_log_rank",9,4,"x04",13,TRUE,"x04"
"simulation","raw_log_rank",9,5,"x05",14,TRUE,"x05"
"simulation","raw_log_rank",9,6,"x06",16,TRUE,"x06"
"simulation","raw_log_rank",9,7,"x07",17,TRUE,"x07"
"simulation","raw_log_rank",9,8,"x08",4,TRUE,"x08"
"simulation","raw_log_rank",9,9,"x09",5,TRUE,"x09"
"simulation","raw_log_rank",9,10,"x10",12,TRUE,"x10"
"simulation","raw_log_rank",9,11,"x11",7,TRUE,"x11"
"simulation","raw_log_rank",9,12,"x12",9,TRUE,"x12"
"simulation","raw_log_rank",9,13,"x13",20,TRUE,"x13"
"simulation","raw_log_rank",9,14,"x14",1,TRUE,"x14"
"simulation","raw_log_rank",9,15,"x15",8,TRUE,"x15"
"simulation","raw_log_rank",9,16,"x16",19,TRUE,"x16"
"simulation","raw_log_rank",9,17,"x17",11,TRUE,"x17"
"simulation","raw_log_rank",9,18,"x18",3,TRUE,"x18"
"simulation","raw_log_rank",9,19,"x19",10,TRUE,"x19"
"simulation","raw_log_rank",9,20,"x20",2,TRUE,"x20"
"simulation","raw_log_rank",9,21,"x01__log",15,FALSE,"x01"
"simulation","raw_log_rank",9,22,"x01__rank",15,FALSE,"x01"
"simulation","raw_log_rank",9,23,"x02__log",6,FALSE,"x02"
"simulation","raw_log_rank",9,24,"x02__rank",6,FALSE,"x02"
"simulation","raw_log_rank",9,25,"x03__log",18,FALSE,"x03"
"simulation","raw_log_rank",9,26,"x03__rank",18,FALSE,"x03"
"simulation","routine_bundle",9,1,"x01",15,TRUE,"x01"
"simulation","routine_bundle",9,2,"x02",6,TRUE,"x02"
"simulation","routine_bundle",9,3,"x03",18,TRUE,"x03"
"simulation","routine_bundle",9,4,"x04",13,TRUE,"x04"
"simulation","routine_bundle",9,5,"x05",14,TRUE,"x05"
"simulation","routine_bundle",9,6,"x06",16,TRUE,"x06"
"simulation","routine_bundle",9,7,"x07",17,TRUE,"x07"
"simulation","routine_bundle",9,8,"x08",4,TRUE,"x08"
"simulation","routine_bundle",9,9,"x09",5,TRUE,"x09"
"simulation","routine_bundle",9,10,"x10",12,TRUE,"x10"
"simulation","routine_bundle",9,11,"x11",7,TRUE,"x11"
"simulation","routine_bundle",9,12,"x12",9,TRUE,"x12"
"simulation","routine_bundle",9,13,"x13",20,TRUE,"x13"
"simulation","routine_bundle",9,14,"x14",1,TRUE,"x14"
"simulation","routine_bundle",9,15,"x15",8,TRUE,"x15"
"simulation","routine_bundle",9,16,"x16",19,TRUE,"x16"
"simulation","routine_bundle",9,17,"x17",11,TRUE,"x17"
"simulation","routine_bundle",9,18,"x18",3,TRUE,"x18"
"simulation","routine_bundle",9,19,"x19",10,TRUE,"x19"
"simulation","routine_bundle",9,20,"x20",2,TRUE,"x20"
"simulation","routine_bundle",9,21,"x01__admin_alias",15,FALSE,"x01"
"simulation","routine_bundle",9,22,"x08__admin_alias",4,FALSE,"x08"
"simulation","routine_bundle",9,23,"x20__admin_alias",2,FALSE,"x20"
"simulation","routine_bundle",9,24,"x02__standardized",6,FALSE,"x02"
"simulation","routine_bundle",9,25,"x05__standardized",14,FALSE,"x05"
"simulation","routine_bundle",9,26,"x06__standardized",16,FALSE,"x06"
"simulation","routine_bundle",9,27,"x03__complement",18,FALSE,"x03"
"simulation","routine_bundle",9,28,"x07__complement",17,FALSE,"x07"
"simulation","routine_bundle",9,29,"x09__complement",5,FALSE,"x09"
"simulation","routine_bundle",9,30,"x01__log",15,FALSE,"x01"
"simulation","routine_bundle",9,31,"x01__rank",15,FALSE,"x01"
"simulation","routine_bundle",9,32,"x02__log",6,FALSE,"x02"
"simulation","routine_bundle",9,33,"x02__rank",6,FALSE,"x02"
"simulation","routine_bundle",9,34,"x03__log",18,FALSE,"x03"
"simulation","routine_bundle",9,35,"x03__rank",18,FALSE,"x03"
"simulation","canonical",10,1,"x01",16,TRUE,"x01"
"simulation","canonical",10,2,"x02",6,TRUE,"x02"
"simulation","canonical",10,3,"x03",15,TRUE,"x03"
"simulation","canonical",10,4,"x04",10,TRUE,"x04"
"simulation","canonical",10,5,"x05",17,TRUE,"x05"
"simulation","canonical",10,6,"x06",8,TRUE,"x06"
"simulation","canonical",10,7,"x07",13,TRUE,"x07"
"simulation","canonical",10,8,"x08",1,TRUE,"x08"
"simulation","canonical",10,9,"x09",20,TRUE,"x09"
