"replication","dimension","subgroup","true_mean","x1_mean","x2_mean","sign_reversal","strong_sign_reversal"
1,40,"x1_high__x2_high",0.299743938498122,0.374267223856178,0.259090215920662,0,0
1,40,"x1_high__x2_low",1.39985044370295,1.32004575496847,1.33871153305843,0,0
1,40,"x1_low__x2_high",-1.00035881202017,-0.79511316532098,-0.814298484871736,0,0
1,40,"x1_low__x2_low",0.0997265198701126,-0.049742212834136,0.0616048802064657,1,0
1,100,"x1_high__x2_high",0.299743938498122,0.501507340724863,0.142255753796652,0,0
1,100,"x1_high__x2_low",1.39985044370295,1.19385323960449,1.19685187110204,0,0
1,100,"x1_low__x2_high",-1.00035881202017,-0.669019667335347,-0.697681070146986,0,0
1,100,"x1_low__x2_low",0.0997265198701126,-0.16416863354495,0.19474693426687,1,1
1,250,"x1_high__x2_high",0.299743938498122,0.622534265403652,0.000780021012238028,0,0
1,250,"x1_high__x2_low",1.39985044370295,1.03825196086772,0.992152587890203,0,0
1,250,"x1_low__x2_high",-1.00035881202017,-0.559726727522787,-0.524730347646408,0,0
1,250,"x1_low__x2_low",0.0997265198701126,-0.235241339223735,0.357299932161588,1,1
1,500,"x1_high__x2_high",0.299743938498122,0.658243095625283,-0.0618970838376873,1,0
1,500,"x1_high__x2_low",1.39985044370295,0.942766087839379,0.847944683243499,0,0
1,500,"x1_low__x2_high",-1.00035881202017,-0.468198738965743,-0.398676949642717,0,0
1,500,"x1_low__x2_low",0.0997265198701126,-0.254508522811101,0.439227603225329,1,1
2,40,"x1_high__x2_high",0.299932464554166,0.451945986965778,0.331941292013544,0,0
2,40,"x1_high__x2_low",1.39966234170116,1.12243317502806,1.14428232399024,0,0
2,40,"x1_low__x2_high",-1.00017384761547,-0.782711911782192,-0.818975030276491,0,0
2,40,"x1_low__x2_low",0.0998418833950931,0.0144478620663283,0.146022455719067,0,0
2,100,"x1_high__x2_high",0.299932464554166,0.545922591919697,0.204024158798892,0,0
2,100,"x1_high__x2_low",1.39966234170116,1.02879983986997,1.02618348188665,0,0
2,100,"x1_low__x2_high",-1.00017384761547,-0.672241789637034,-0.697260151321307,0,0
2,100,"x1_low__x2_low",0.0998418833950931,-0.103557942943521,0.263063829514995,1,1
2,250,"x1_high__x2_high",0.299932464554166,0.639160248424382,0.0462704155390892,0,0
2,250,"x1_high__x2_low",1.39966234170116,0.913232906610692,0.877787855187207,0,0
2,250,"x1_low__x2_high",-1.00017384761547,-0.550812901449831,-0.522744804760147,0,0
2,250,"x1_low__x2_low",0.0998418833950931,-0.208987491445189,0.38916536499467,1,1
2,500,"x1_high__x2_high",0.299932464554166,0.636787871460174,-0.0220936665153206,1,0
2,500,"x1_high__x2_low",1.39966234170116,0.83497714606518,0.760179467035922,0,0
2,500,"x1_low__x2_high",-1.00017384761547,-0.467635595493605,-0.397322813476467,0,0
2,500,"x1_low__x2_low",0.0998418833950931,-0.222245553616567,0.452734570259233,1,1
3,40,"x1_high__x2_high",0.299855728631964,0.434908463671651,0.318352044765065,0,0
3,40,"x1_high__x2_low",1.39986443460977,1.24792338479788,1.27329502514417,0,0
3,40,"x1_low__x2_high",-0.999645877635759,-0.840989403773286,-0.86461806917034,0,0
3,40,"x1_low__x2_low",0.100053459013946,0.0839448337138256,0.203296759912186,0,0
3,100,"x1_high__x2_high",0.299855728631964,0.54307890692127,0.173705198419386,0,0
3,100,"x1_high__x2_low",1.39986443460977,1.14312246156885,1.15575752701292,0,0
3,100,"x1_low__x2_high",-0.999645877635759,-0.72865889525426,-0.739299605215255,0,0
3,100,"x1_low__x2_low",0.100053459013946,-0.0348277619236985,0.332588340110701,1,0
3,250,"x1_high__x2_high",0.299855728631964,0.654160276610395,0.0260966792532401,0,0
3,250,"x1_high__x2_low",1.39986443460977,1.00484916380438,0.990125482266761,0,0
3,250,"x1_low__x2_high",-0.999645877635759,-0.574410230492282,-0.554831295448515,0,0
3,250,"x1_low__x2_low",0.100053459013946,-0.157421396624568,0.46828016500069,1,1
3,500,"x1_high__x2_high",0.299855728631964,0.67071347752339,-0.0459079893271423,1,0
3,500,"x1_high__x2_low",1.39986443460977,0.916643963995773,0.867487557796036,0,0
3,500,"x1_low__x2_high",-0.999645877635759,-0.463706137450671,-0.424685430257568,0,0
3,500,"x1_low__x2_low",0.100053459013946,-0.189286065089815,0.534518148644889,1,1
4,40,"x1_high__x2_high",0.300494624063908,0.373106373967472,0.250952342698896,0,0
4,40,"x1_high__x2_low",1.39999799205756,1.27735013937001,1.29068491768683,0,0
4,40,"x1_low__x2_high",-0.999730298479747,-0.856501720093088,-0.863606848229193,0,0
4,40,"x1_low__x2_low",0.100238167928982,0.0919556985193169,0.204278085302872,0,0
4,100,"x1_high__x2_high",0.300494624063908,0.491097490308105,0.122813742705569,0,0
4,100,"x1_high__x2_low",1.39999799205756,1.17040478183817,1.16299479377379,0,0
4,100,"x1_low__x2_high",-0.999730298479747,-0.727318930026147,-0.734934140245025,0,0
4,100,"x1_low__x2_low",0.100238167928982,-0.0438687778210117,0.338709827039543,1,0
4,250,"x1_high__x2_high",0.300494624063908,0.629950383774264,-0.0234320315504665,1,0
